%  ' depth(m)'	   'Vp'		'Vs'	   'rho'	'GR'	    'nphi' 
   2469.6909      2.6488      1.1359      2.1905     78.9753       .4036
   2469.8433      2.6743      1.1359      2.1740     80.8310       .4048
   2469.9956      2.6680      1.0816      2.1587     79.8317       .4229
   2470.1479      2.7120      1.0863      2.1576     76.7036       .4106
   2470.3003      2.6823      1.1413      2.1844     73.6238       .3748
   2470.4529      2.7507      1.1825      2.2338     69.2170       .3347
   2470.6052      2.7560      1.1892      2.3083     68.0028       .3667
   2470.7576      2.7116      1.1887      2.3116     69.5724       .3913
   2470.9099      2.6820      1.1783      2.3505     75.8487       .4105
   2471.0625      2.7420      1.2043      2.3520     82.2582       .4094
   2471.2148      2.5158      1.2006      2.2683     84.0299       .4510
   2471.3672      2.4785      1.2006      2.2524     83.3182       .4490
   2471.5195      2.4388      1.1522      2.2771     80.1227       .4155
   2471.6721      2.4320      1.1380      2.3937     77.2657       .3880
   2471.8245      2.4253      1.0837      2.3441     83.0731       .4093
   2471.9768      2.4431      1.0179      2.2117     93.8984       .4547
   2472.1292      2.4312      1.0283      2.1272    102.7404       .4952
   2472.2815      2.4884      1.0261      2.1284    106.0532       .4628
   2472.4341      2.5467      1.0998      2.1754    105.9335       .4566
   2472.5864      2.6354      1.1814      2.1826    105.1637       .4246
   2472.7388      2.7516      1.2820      2.2264    100.7946       .4418
   2472.8911      2.9776      1.3706      2.2764     95.1136       .4456
   2473.0437      3.0552      1.4029      2.3436     92.3464       .4337
   2473.1960      3.0906      1.5151      2.3625     94.3899       .4166
   2473.3484      3.3066      1.5151      2.3646     94.5893       .3893
   2473.5007      3.3063      1.5091      2.3888     92.5086       .3691
   2473.6533      3.1188      1.4504      2.4283     88.3343       .3442
   2473.8057      2.9373      1.4466      2.4101     86.7026       .3124
   2473.9580      2.8698      1.3785      2.3606     85.0049       .3003
   2474.1104      2.8848      1.3152      2.3090     87.2943       .3322
   2474.2627      2.9581      1.3095      2.2784     89.5524       .3613
   2474.4153      3.0229      1.3852      2.2829     92.9850       .3901
   2474.5676      2.9835      1.4033      2.3023     89.1789       .3626
   2474.7200      2.9894      1.4315      2.3202     83.4821       .3349
   2474.8723      3.0637      1.4288      2.3194     78.1447       .3162
   2475.0249      3.1159      1.4895      2.3133     75.7505       .3021
   2475.1772      3.0320      1.4799      2.3193     76.8549       .2995
   2475.3296      2.9658      1.4491      2.3196     78.5494       .2767
   2475.4819      2.9518      1.2781      2.3207     78.9997       .2731
   2475.6345      2.7595      1.2290      2.3023     77.5733       .2942
   2475.7869      2.6581      1.1703      2.2760     77.6476       .3492
   2475.9392      2.6544      1.1214      2.2642     83.4087       .4037
   2476.0916      2.6857      1.0968      2.2779     91.7947       .4430
   2476.2439      2.6994      1.0869      2.3294     96.4946       .4396
   2476.3965      2.6901      1.0869      2.4076     96.6713       .4468
   2476.5488      2.6964      1.1041      2.4604     94.8228       .4291
   2476.7012      2.6529      1.1229      2.3964     93.2654       .4089
   2476.8535      2.6338      1.1846      2.3254     93.9970       .4089
   2477.0061      2.6656      1.1564      2.3118     91.7881       .4337
   2477.1584      2.6869      1.1738      2.3276     94.7273       .4701
   2477.3108      2.8213      1.1880      2.3430     89.9868       .4664
   2477.4631      2.8500      1.0079      2.3586     87.6703       .3915
   2477.6155      2.7523      1.1739      2.4014     79.8731       .3425
   2477.7681      2.7194      1.1795      2.3764     76.1446       .3125
   2477.9204      2.6328      1.0968      2.3259     79.2593       .3618
   2478.0728      2.6046      1.0968      2.2548     83.9977       .4289
   2478.2251      2.6342      1.1202      2.2591     91.9446       .4577
   2478.3777      2.7507      1.2484      2.2667     88.5400       .4356
   2478.5300      2.7474      1.1943      2.2889     86.6891       .4171
   2478.6824      2.7642      1.2214      2.3090     84.4608       .4220
   2478.8347      2.8945      1.3942      2.3344     85.7623       .4237
   2478.9873      3.0421      1.4365      2.3500     84.3772       .4075
   2479.1396      2.9650      1.3835      2.3103     81.8835       .3895
   2479.2920      2.9470      1.3452      2.2505     79.2409       .4079
   2479.4443      2.7966      1.3428      2.2591     73.8080       .3410
   2479.5967      2.7833      1.2762      2.3196     68.2639       .3052
   2479.7493      2.6333      1.2829      2.4270     72.3710       .2816
   2479.9016      2.6581      1.2796      2.4055     82.4773       .3532
   2480.0540      2.6373      1.1601      2.3179     89.9904       .3698
   2480.2063      2.6633      1.1866      2.2770     88.1000       .3706
   2480.3589      2.6171      1.1903      2.2724     87.0618       .3674
   2480.5112      2.7200      1.0964      2.2692     89.9354       .3984
   2480.6636      2.8463      1.0947      2.2352     93.5164       .4383
   2480.8159      2.7629      1.1722      2.2580     95.1935       .4543
   2480.9685      2.8196      1.1799      2.2889     91.6792       .4238
   2481.1208      2.8233      1.1615      2.3639     89.5503       .3848
   2481.2732      2.8166      1.1699      2.3281     89.1637       .3594
   2481.4255      2.8800      1.1699      2.2788     91.8542       .3871
   2481.5779      2.8260      1.1648      2.2752     96.5631       .4077
   2481.7305      2.7729      1.2958      2.2696     96.7055       .4506
   2481.8828      2.7635      1.2969      2.2563     94.2702       .4497
   2482.0352      2.7250      1.2949      2.2852     89.8261       .4473
   2482.1875      2.7485      1.2727      2.3348     86.8885       .4195
   2482.3401      2.7531      1.2736      2.3331     88.1652       .4108
   2482.4924      2.7031      1.2442      2.3234     89.4073       .4080
   2482.6448      2.7153      1.2460      2.3128     91.3510       .4125
   2482.7971      2.8192      1.1750      2.2652     91.0051       .4170
   2482.9497      2.8320      1.3127      2.2445     91.6804       .4321
   2483.1021      2.9202      1.3027      2.2629     94.0751       .4447
   2483.2544      2.9661      1.3027      2.3087     98.3051       .4567
   2483.4067      2.9107      1.3660      2.3047     97.5720       .4372
   2483.5591      2.9751      1.3379      2.2827     94.4454       .3683
   2483.7117      2.9333      1.3117      2.3094     87.3644       .2973
   2483.8640      2.9141      1.3097      2.3454     86.8591       .2877
   2484.0164      2.7305      1.2309      2.3315     87.4691       .3113
   2484.1687      2.6872      1.1329      2.3170     88.5260       .3512
   2484.3213      2.6400      1.0940      2.3427     86.4372       .3672
   2484.4736      2.5826      1.0940      2.3558     85.9337       .3942
   2484.6260      2.5650      1.1255      2.3483     91.2802       .4062
   2484.7783      2.6396      1.3249      2.3339     98.5176       .4179
   2484.9309      2.7300      1.3942      2.3337    100.6614       .4406
   2485.0833      3.0676      1.3942      2.3322    100.8359       .4412
   2485.2356      3.0561      1.3844      2.3423     98.3734       .4520
   2485.3879      3.0503      1.4732      2.3538     96.4557       .4597
   2485.5403      3.1526      1.3916      2.3252     89.5259       .4451
   2485.6929      2.9994      1.3891      2.2932     77.9065       .3956
   2485.8452      2.8823      1.3773      2.2728     68.0439       .3079
   2485.9976      2.8865      1.2566      2.2838     62.1246       .2697
   2486.1499      2.7755      1.2030      2.3067     64.3392       .2642
   2486.3025      2.7057      1.2497      2.3048     72.9641       .3334
   2486.4548      2.7067      1.2515      2.2696     88.4060       .3933
   2486.6072      2.8579      1.2440      2.2498     98.7002       .4524
   2486.7595      2.8449      1.2341      2.2565    104.4595       .4413
   2486.9121      2.8242      1.2250      2.2804    100.0957       .4095
   2487.0645      2.6845      1.1899      2.3074     96.2276       .3769
   2487.2168      2.6359      1.1899      2.3303     92.8199       .3607
   2487.3691      2.6004      1.1569      2.3798     92.3015       .3819
   2487.5215      2.6576      1.1457      2.3801     95.0820       .3779
   2487.6741      2.6167      1.1477      2.3449     96.1091       .3927
   2487.8264      2.6109      1.1543      2.3161     98.2771       .4037
   2487.9788      2.6290      1.1356      2.3303     98.5432       .4257
   2488.1311      2.6163      1.1356      2.3318     99.4475       .4244
   2488.2837      2.6076      1.1183      2.3237     96.7731       .4155
   2488.4360      2.6135      1.1138      2.3044     96.5070       .4184
   2488.5884      2.6055      1.1142      2.3228     94.7806       .4416
   2488.7407      2.6655      1.1063      2.3219     94.8870       .4395
   2488.8933      2.6641      1.0915      2.2934     91.5343       .4418
   2489.0457      2.5938      1.0521      2.2836     91.5446       .4412
   2489.1980      2.6032      1.0634      2.2991     92.1587       .4493
   2489.3503      2.5820      1.0469      2.3070     97.5561       .4633
   2489.5027      2.5836      1.0596      2.3243     96.0407       .4593
   2489.6553      2.6057      1.0600      2.3328     96.2526       .4867
   2489.8076      2.6036      1.0617      2.3405     93.0902       .4719
   2489.9600      2.6181      1.0896      2.3597     94.8116       .4520
   2490.1123      2.5826      1.1938      2.3531     94.9822       .4308
   2490.2649      2.5887      1.1489      2.3280     94.7694       .3936
   2490.4172      2.5737      1.0234      2.3417     92.8620       .4031
   2490.5696      2.6419      1.1743      2.3626     89.7099       .3830
   2490.7219      2.7492      1.2664      2.3594     87.9538       .4088
   2490.8745      2.8084      1.4388      2.3235     87.3415       .4074
   2491.0269      2.8566      1.6520      2.3111     88.5528       .4410
   2491.1792      3.2070      1.7715      2.3093     86.6248       .4218
   2491.3315      3.0638      1.9606      2.3084     83.2152       .3677
   2491.4839      2.9985      1.9221      2.3476     76.2971       .2578
   2491.6365      2.9129      1.7952      2.3644     70.2331       .2154
   2491.7888      2.7924      1.3049      2.3596     66.0518       .2421
   2491.9412      2.7367      1.3138      2.3378     67.3398       .3217
   2492.0935      2.7016      1.2963      2.3262     72.1803       .3796
   2492.2461      2.7467      1.1726      2.3347     78.3752       .4030
   2492.3984      2.7945      1.2474      2.3516     82.2493       .4078
   2492.5508      2.8095      1.2567      2.3558     85.3151       .3976
   2492.7031      2.8219      1.2551      2.3693     86.0773       .4001
   2492.8557      2.8450      1.3087      2.3917     86.1155       .3727
   2493.0081      2.8141      1.3177      2.4087     83.4339       .3630
   2493.1604      2.8048      1.3906      2.4037     80.5170       .3457
   2493.3127      2.7871      1.3489      2.3883     78.0955       .3589
   2493.4651      2.8147      1.3474      2.3802     79.0656       .3608
   2493.6177      2.8262      1.3211      2.3885     77.8691       .3780
   2493.7700      2.8603      1.3791      2.3960     75.7063       .3598
   2493.9224      2.8463      1.3794      2.3983     71.8303       .3615
   2494.0747      2.8361      1.3833      2.3931     73.7036       .3451
   2494.2273      2.7725      1.3723      2.3930     76.6611       .3538
   2494.3796      2.7886      1.2961      2.3960     73.0124       .3557
   2494.5320      2.8150      1.2822      2.3949     69.1909       .3477
   2494.6843      2.8255      1.2563      2.3866     64.9356       .3482
   2494.8369      2.7485      1.2694      2.3665     67.1066       .3690
   2494.9893      2.6799      1.2429      2.3522     71.9390       .3947
   2495.1416      2.6681      1.2560      2.3456     75.9554       .3952
   2495.2939      2.7490      1.2921      2.3466     81.3255       .3677
   2495.4463      2.7618      1.3044      2.3587     77.3671       .3640
   2495.5989      2.7541      1.2838      2.3705     76.4041       .3780
   2495.7512      2.8016      1.2384      2.3894     74.5371       .4071
   2495.9036      2.8264      1.2257      2.4041     76.8510       .3799
   2496.0559      2.7802      1.2298      2.4035     76.0651       .3500
   2496.2085      2.7403      1.2086      2.3948     77.3181       .3298
   2496.3608      2.6958      1.1293      2.3771     79.8676       .3723
   2496.5132      2.6459      1.1299      2.3764     81.8592       .3820
   2496.6655      2.5812      1.1221      2.3702     81.0233       .3946
   2496.8181      2.5855      1.1244      2.3709     79.6929       .3838
   2496.9705      2.5527      1.1058      2.3498     76.6802       .3927
   2497.1228      2.5639      1.1086      2.3108     75.3985       .3723
   2497.2751      2.5828      1.0998      2.2750     74.7715       .3640
   2497.4275      2.6492      1.1116      2.2651     77.4532       .3866
   2497.5801      2.6792      1.1835      2.3015     78.8876       .4063
   2497.7324      2.6768      1.1786      2.3302     78.4313       .3993
   2497.8848      2.6514      1.1615      2.3512     76.6860       .3711
   2498.0371      2.6477      1.1587      2.3503     76.4854       .3746
   2498.1897      2.6745      1.1810      2.3632     76.7172       .3814
   2498.3420      2.6744      1.1901      2.3647     78.7112       .3873
   2498.4944      2.6495      1.1920      2.3604     79.2757       .3862
   2498.6467      2.6113      1.1718      2.3561     79.9794       .3771
   2498.7993      2.5839      1.1420      2.3571     80.9546       .3843
   2498.9517      2.5650      1.1398      2.3707     79.1985       .3866
   2499.1040      2.5600      1.1379      2.3620     78.0918       .3992
   2499.2563      2.5527      1.1123      2.3169     77.7674       .4125
   2499.4087      2.5604      1.1422      2.2687     78.8849       .4282
   2499.5613      2.5719      1.1448      2.2772     76.1482       .4199
   2499.7136      2.5842      1.1441      2.3090     76.5912       .4017
   2499.8660      2.5994      1.1049      2.3180     79.4195       .3851
   2500.0183      2.5756      1.0963      2.3002     83.4639       .3959
   2500.1709      2.5971      1.0984      2.3038     85.1546       .4040
   2500.3232      2.6633      1.0824      2.2791     83.7344       .4114
   2500.4756      2.6646      1.1100      2.2736     85.8502       .3988
   2500.6279      2.7403      1.1791      2.2439     84.7859       .3861
   2500.7805      2.7934      1.1935      2.2400     86.5176       .3865
   2500.9329      2.8524      1.2188      2.2256     85.9382       .4117
   2501.0852      2.9418      1.2404      2.1780     78.4347       .3930
   2501.2375      3.0096      1.3819      2.1602     69.5295       .3555
   2501.3899      3.0337      1.3880      2.1416     61.2297       .3049
   2501.5425      3.0619      1.4043      2.1320     61.5583       .2943
   2501.6948      3.1299      1.4234      2.1379     60.6631       .2930
   2501.8472      3.1668      1.4225      2.1598     58.5234       .2937
   2501.9995      3.2379      1.4915      2.1857     57.1217       .2947
   2502.1521      3.2452      1.4998      2.1974     56.9793       .2923
   2502.3044      3.2603      1.5009      2.1979     60.2502       .2839
   2502.4568      3.1616      1.5044      2.1999     60.4098       .2872
   2502.6091      3.1216      1.5186      2.2060     62.5926       .2882
   2502.7617      3.0984      1.5166      2.2114     60.2423       .2841
   2502.9141      3.1297      1.4997      2.2133     59.3036       .2792
   2503.0664      3.0984      1.4863      2.2067     54.4129       .2883
   2503.2188      3.1292      1.4857      2.1985     55.3264       .3033
   2503.3711      3.1538      1.4825      2.1919     55.8841       .2941
   2503.5237      3.2112      1.4818      2.1883     58.6195       .2740
   2503.6760      3.2712      1.5294      2.1859     58.8236       .2762
   2503.8284      3.3480      1.5500      2.1903     57.0314       .2812
   2503.9807      3.2606      1.4919      2.1870     55.1809       .2938
   2504.1333      3.2797      1.4842      2.1846     54.7639       .2836
   2504.2856      3.2063      1.4998      2.1840     57.5312       .2901
   2504.4380      3.0827      1.4963      2.1826     58.9115       .2808
   2504.5903      3.0792      1.4883      2.1829     59.7984       .2855
   2504.7429      3.0846      1.4814      2.1867     58.3083       .2838
   2504.8953      3.0850      1.5575      2.1896     59.6650       .2982
   2505.0476      3.0624      1.5496      2.1896     56.8552       .2958
   2505.2000      3.2292      1.5276      2.1844     58.0613       .2875
   2505.3523      3.2324      1.4973      2.1778     57.5113       .2764
   2505.5049      3.2366      1.4996      2.1764     59.7609       .2899
   2505.6572      3.1828      1.4985      2.1794     60.2293       .2999
   2505.8096      3.1614      1.4860      2.1815     59.3413       .3125
   2505.9619      3.1314      1.4727      2.1821     59.3340       .3071
   2506.1145      3.1275      1.4698      2.1791     58.1916       .3064
   2506.2668      3.1198      1.5201      2.1732     58.3828       .3000
   2506.4192      3.1288      1.5188      2.1695     58.5053       .2955
   2506.5715      3.0847      1.5136      2.1687     58.8890       .2941
   2506.7241      3.1703      1.5126      2.1685     60.9508       .2968
   2506.8765      3.1986      1.5086      2.1680     60.5978       .2877
   2507.0288      3.2124      1.5017      2.1718     59.2030       .2839
   2507.1812      3.2102      1.4922      2.1802     57.8468       .2753
   2507.3335      3.2204      1.4504      2.1817     57.9708       .2787
   2507.4861      3.2381      1.4528      2.1814     59.7891       .2798
   2507.6384      3.2396      1.4560      2.1855     58.0708       .2839
   2507.7908      3.2511      1.4740      2.1925     58.5410       .2917
   2507.9431      3.2537      1.5022      2.1959     57.4229       .2933
   2508.0957      3.2536      1.5195      2.2062     57.1556       .2885
   2508.2480      3.2790      1.5232      2.2228     55.7188       .2776
   2508.4004      3.2226      1.5191      2.2390     56.1534       .2671
   2508.5527      3.1952      1.5008      2.2382     56.1690       .2597
   2508.7051      3.1738      1.4568      2.2226     56.5330       .2447
   2508.8577      3.1238      1.4537      2.2106     56.5689       .2523
   2509.0100      3.1343      1.4326      2.2000     59.7887       .2616
   2509.1624      3.1290      1.4419      2.1986     59.2119       .2822
   2509.3147      3.1351      1.4470      2.1922     57.4687       .2906
   2509.4673      3.1491      1.4520      2.1914     56.8135       .2994
   2509.6196      3.1579      1.4557      2.1868     57.9754       .2981
   2509.7720      3.1794      1.4673      2.1912     58.2657       .2921
   2509.9243      3.1893      1.4813      2.1844     56.9257       .2895
   2510.0769      3.1763      1.4854      2.1789     55.8868       .2931
   2510.2292      3.1847      1.4923      2.1721     58.8709       .2885
   2510.3816      3.1869      1.5005      2.1802     59.0137       .2801
   2510.5339      3.1686      1.5105      2.1893     59.9906       .2706
   2510.6863      3.1767      1.5192      2.1984     57.6695       .2706
   2510.8389      3.1844      1.5247      2.2022     57.7686       .2725
   2510.9912      3.1994      1.5366      2.2023     56.4483       .2776
   2511.1436      3.2099      1.5583      2.1948     55.6870       .2836
   2511.2959      3.2268      1.5858      2.1957     56.4034       .2817
   2511.4485      3.2266      1.5960      2.1993     57.5729       .2717
   2511.6008      3.2357      1.6063      2.2052     60.2159       .2616
   2511.7532      3.2444      1.6235      2.2148     58.9382       .2612
   2511.9055      3.2451      1.6264      2.2147     58.9739       .2680
   2512.0581      3.2356      1.6281      2.2189     58.5174       .2790
   2512.2104      3.2292      1.6287      2.2197     59.6974       .2691
   2512.3628      3.2139      1.6265      2.2264     59.5726       .2681
   2512.5151      3.1750      1.6302      2.2439     59.2478       .2649
   2512.6675      3.1366      1.6160      2.2722     60.5034       .2734
   2512.8201      3.1099      1.5926      2.2956     59.8813       .2720
   2512.9724      3.0889      1.5475      2.2805     57.6018       .2714
   2513.1248      3.0897      1.5286      2.2481     55.7518       .2762
   2513.2771      3.1001      1.5254      2.2256     55.1494       .2825
   2513.4297      3.2091      1.5314      2.2107     57.1629       .2892
   2513.5820      3.2265      1.5464      2.2014     56.3456       .2941
   2513.7344      3.2477      1.5750      2.1927     58.9983       .2920
   2513.8867      3.2811      1.5967      2.1884     61.3245       .2887
   2514.0393      3.3310      1.6299      2.1903     62.1950       .2830
   2514.1917      3.2640      1.6525      2.1975     61.4679       .2899
   2514.3440      3.2750      1.6607      2.2097     58.2068       .2826
   2514.4963      3.2869      1.6722      2.2147     57.9601       .2792
   2514.6487      3.3042      1.6750      2.2280     56.8694       .2663
   2514.8013      3.2701      1.6758      2.2342     58.9905       .2690
   2514.9536      3.2552      1.6695      2.2444     58.2337       .2707
   2515.1060      3.2459      1.6572      2.2439     57.3745       .2718
   2515.2583      3.2368      1.6533      2.2384     56.4899       .2624
   2515.4109      3.2332      1.6505      2.2315     55.5388       .2635
   2515.5632      3.2410      1.6474      2.2245     57.1691       .2607
   2515.7156      3.2427      1.6487      2.2239     55.6523       .2687
   2515.8679      3.2397      1.6506      2.2322     56.1034       .2702
   2516.0205      3.2472      1.6499      2.2368     54.3909       .2757
   2516.1729      3.2470      1.6485      2.2346     56.2092       .2749
   2516.3252      3.2156      1.6487      2.2324     57.9702       .2777
   2516.4775      3.2020      1.6441      2.2275     60.2855       .2761
   2516.6299      3.2002      1.6297      2.2217     59.4142       .2757
   2516.7825      3.2448      1.6516      2.2153     59.0864       .2697
   2516.9348      3.2523      1.6807      2.2137     58.6699       .2735
   2517.0872      3.2433      1.6760      2.2137     57.7311       .2755
   2517.2395      3.2410      1.6748      2.2144     57.0109       .2751
   2517.3921      3.2703      1.6627      2.2209     57.1229       .2697
   2517.5444      3.2969      1.6646      2.2279     58.1173       .2731
   2517.6968      3.2890      1.6576      2.2304     58.3055       .2708
   2517.8491      3.2893      1.6514      2.2348     57.3828       .2745
   2518.0017      3.2710      1.6529      2.2419     56.6464       .2686
   2518.1541      3.2748      1.6573      2.2491     57.6646       .2886
   2518.3064      3.2577      1.6588      2.2430     57.9966       .2842
   2518.4587      3.2521      1.6366      2.2396     57.2899       .2891
   2518.6111      3.2565      1.6298      2.2310     57.3976       .2679
   2518.7637      3.2458      1.6652      2.2266     57.4420       .2809
   2518.9160      3.2393      1.6762      2.2218     60.4009       .2774
   2519.0684      3.2340      1.5982      2.2210     60.1880       .2946
   2519.2207      3.2141      1.6608      2.2147     60.0285       .2780
   2519.3733      3.1975      1.5819      2.2074     59.8547       .2768
   2519.5256      3.1832      1.6488      2.2041     56.8893       .2636
   2519.6780      3.2105      1.6756      2.2014     57.8596       .2756
   2519.8303      3.2279      1.6344      2.2060     54.5950       .2753
   2519.9829      3.3101      1.6877      2.2049     57.7908       .2821
   2520.1353      3.2441      1.7103      2.2055     57.2102       .2744
   2520.2876      3.3191      1.6528      2.2058     57.5721       .2757
   2520.4399      3.2544      1.3962      2.2161     57.8561       .2697
   2520.5923      3.2157      1.4091      2.2334     57.8614       .2515
   2520.7449      3.1733      1.4319      2.2492     68.6905       .2452
   2520.8972      3.0612      1.4139      2.2746     78.5508       .3035
   2521.0496      3.1513      1.4804      2.2714     89.3088       .4040
   2521.2019      3.1976      1.6061      2.2853     90.3505       .4566
   2521.3545      3.3827      1.6786      2.2892     85.6699       .4354
   2521.5068      3.4173      1.6928      2.3152     81.0974       .4100
   2521.6592      3.3736      1.7327      2.3560     74.4454       .3725
   2521.8115      3.3344      1.6757      2.3758     72.6464       .3272
   2521.9641      3.2843      1.6488      2.3420     70.8811       .2884
   2522.1165      3.2570      1.6054      2.3205     74.8032       .2939
   2522.2688      3.2437      1.5504      2.3237     75.6126       .2978
   2522.4211      3.2461      1.5109      2.3305     75.7770       .3227
   2522.5735      3.2124      1.4881      2.3253     72.9676       .3070
   2522.7261      3.1879      1.5039      2.3153     71.9023       .3273
   2522.8784      3.2660      1.4481      2.3088     72.9667       .3271
   2523.0308      3.0854      1.5862      2.2887     74.0953       .3377
   2523.1831      3.0836      1.5879      2.2497     78.7330       .3686
   2523.3357      3.0906      1.5374      2.2133     81.2741       .3529
   2523.4880      3.0478      1.5066      2.2142     80.4197       .3492
   2523.6404      3.0050      1.4474      2.2544     73.9616       .3198
   2523.7927      2.9174      1.4274      2.2580     65.0297       .2952
   2523.9453      2.9313      1.3696      2.2514     61.8939       .2800
   2524.0977      2.9617      1.3932      2.2148     62.3641       .2709
   2524.2500      2.9166      1.3934      2.1833     67.9652       .3087
   2524.4023      2.9766      1.4629      2.1514     71.9353       .3394
   2524.5547      3.1163      1.5059      2.1779     72.3088       .3604
   2524.7073      3.1221      1.5015      2.2064     66.7191       .3209
   2524.8596      3.1422      1.5034      2.2056     60.2822       .2919
   2525.0120      3.1545      1.5106      2.1960     59.6345       .2732
   2525.1643      3.2114      1.5184      2.1885     59.1584       .2708
   2525.3169      3.2616      1.5203      2.1848     58.9265       .2775
   2525.4692      3.2940      1.5239      2.1853     59.3102       .2792
   2525.6216      3.3190      1.5338      2.1945     57.5081       .2848
   2525.7739      3.2885      1.5492      2.2085     58.2617       .2757
   2525.9265      3.3304      1.5559      2.2136     55.0359       .2795
   2526.0789      3.3478      1.5684      2.2172     54.8088       .2720
   2526.2312      3.3089      1.5840      2.2125     54.7687       .2736
   2526.3835      3.2480      1.5753      2.2210     56.6976       .2633
   2526.5359      3.3409      1.5070      2.2221     58.9462       .2661
   2526.6885      3.2819      1.5047      2.2352     59.0678       .2750
   2526.8408      3.3407      1.5831      2.2305     58.2905       .2793
   2526.9932      3.3195      1.5559      2.2371     58.1519       .2850
   2527.1455      3.3301      1.5189      2.2270     58.3981       .2696
   2527.2981      3.3578      1.4536      2.2289     56.3022       .2713
   2527.4504      3.3319      1.3950      2.2367     56.2214       .2639
   2527.6028      3.3264      1.5947      2.2374     54.6747       .2644
   2527.7551      3.3047      1.6599      2.2262     55.6360       .2674
   2527.9077      3.2948      1.6672      2.2145     58.9981       .2762
   2528.0601      3.2864      1.6720      2.2169     62.0431       .2820
   2528.2124      3.2281      1.6415      2.2245     64.4081       .2771
   2528.3647      3.2073      1.6423      2.2314     64.1613       .2677
   2528.5171      3.2499      1.6321      2.2210     63.0398       .2642
   2528.6697      3.2465      1.6298      2.2133     60.6836       .2652
   2528.8220      3.2193      1.6125      2.2089     58.8749       .2719
   2528.9744      3.1887      1.6035      2.2046     56.9429       .2787
   2529.1267      3.1727      1.5959      2.2012     56.0377       .2864
   2529.2793      3.1668      1.5944      2.1990     53.2278       .2818
   2529.4316      3.1653      1.5847      2.2024     52.8885       .2798
   2529.5840      3.1670      1.5799      2.2022     54.3978       .2828
   2529.7363      3.1621      1.5750      2.2016     55.9642       .2807
   2529.8889      3.1586      1.5757      2.2026     54.8898       .2750
   2530.0413      3.2251      1.5837      2.2038     53.7852       .2672
   2530.1936      3.2279      1.5838      2.2044     56.6214       .2659
   2530.3459      3.1871      1.5995      2.2009     58.3656       .2761
   2530.4983      3.2477      1.6059      2.1935     60.1485       .2777
   2530.6509      3.2543      1.6107      2.1905     58.0088       .3053
   2530.8032      3.2721      1.6494      2.2072     57.7434       .3046
   2530.9556      3.2696      1.6666      2.2473     58.0362       .2884
   2531.1079      3.2440      1.6661      2.3037     56.9354       .2520
   2531.2605      3.1983      1.6592      2.3158     58.4536       .2451
   2531.4128      3.1546      1.6114      2.2834     57.3876       .2528
   2531.5652      3.2388      1.6034      2.2372     57.5658       .2651
   2531.7175      3.2318      1.5917      2.2259     57.2083       .2657
   2531.8701      3.2317      1.5862      2.2283     55.6724       .2724
   2532.0225      3.2302      1.5800      2.2275     55.0110       .2809
   2532.1748      3.2223      1.5734      2.2191     54.1723       .2793
   2532.3271      3.2207      1.5726      2.2169     56.6538       .2785
   2532.4795      3.2220      1.5662      2.2135     57.7109       .2825
   2532.6321      3.2264      1.5501      2.2190     58.9358       .2832
   2532.7844      3.2275      1.5450      2.2185     55.9856       .2850
   2532.9368      3.2268      1.5247      2.2258     55.5987       .2846
   2533.0891      3.2241      1.5213      2.2249     54.1650       .2822
   2533.2417      3.2241      1.5166      2.2280     56.4523       .2879
   2533.3940      3.2196      1.5115      2.2259     54.5297       .2742
   2533.5464      3.2158      1.5041      2.2208     53.3740       .2887
   2533.6987      3.1904      1.4961      2.2128     53.6947       .2849
   2533.8513      3.1791      1.4964      2.2132     54.1390       .2958
   2534.0037      3.1675      1.4964      2.2141     55.1336       .2854
   2534.1560      3.1776      1.5006      2.2110     54.7471       .2863
   2534.3083      3.1920      1.5101      2.2045     55.6421       .2814
   2534.4607      3.1952      1.5129      2.2040     56.7559       .2844
   2534.6133      3.2250      1.5121      2.2094     56.2560       .2854
   2534.7656      3.2391      1.5173      2.2153     57.9137       .2769
   2534.9180      3.2322      1.5334      2.2158     58.2529       .2787
   2535.0703      3.2373      1.5392      2.2152     60.2232       .2769
   2535.2229      3.2350      1.5453      2.2141     60.1009       .2913
   2535.3752      3.2347      1.5707      2.2204     59.6575       .2838
   2535.5276      3.2349      1.5972      2.2306     57.5379       .2792
   2535.6799      3.2333      1.5945      2.2340     57.2797       .2737
   2535.8325      3.2441      1.5798      2.2326     56.3659       .2771
   2535.9849      3.2603      1.5833      2.2310     55.8106       .2809
   2536.1372      3.2867      1.6141      2.2306     56.4644       .2794
   2536.2896      3.3102      1.6420      2.2293     58.7829       .2738
   2536.4419      3.3107      1.6379      2.2286     57.5561       .2648
   2536.5945      3.3223      1.6671      2.2331     57.1763       .2648
   2536.7468      3.3337      1.6764      2.2417     55.6768       .2663
   2536.8992      3.3224      1.6938      2.2471     59.5023       .2666
   2537.0515      3.2920      1.6899      2.2554     60.6831       .2593
   2537.2041      3.2965      1.6736      2.2547     60.4208       .2609
   2537.3564      3.3110      1.6228      2.2527     56.8052       .2656
   2537.5088      3.3003      1.6232      2.2432     55.2219       .2659
   2537.6611      3.3207      1.6236      2.2444     56.3051       .2628
   2537.8137      3.3143      1.6138      2.2611     57.0999       .2472
   2537.9661      3.2820      1.6053      2.2813     56.7430       .2432
   2538.1184      3.2833      1.6015      2.2887     54.7554       .2453
