%  'Depth (m)'	   ' t_p'  		' t_s'		'GR'		'rho' 
   2.2381465e+03   1.1050700e+02   2.3173700e+02   6.7063000e+01   2.1240000e+00
   2.2382988e+03   1.1154100e+02   2.3610400e+02   7.1108000e+01   2.1040000e+00
   2.2384512e+03   1.1108900e+02   2.3753600e+02   7.9703000e+01   2.1220000e+00
   2.2386035e+03   1.0877700e+02   2.3998800e+02   8.8597000e+01   2.1650000e+00
   2.2387561e+03   1.0528400e+02   2.3899900e+02   8.9477000e+01   2.2070000e+00
   2.2389084e+03   1.0281500e+02   2.3872300e+02   8.9025000e+01   2.2620000e+00
   2.2390608e+03   1.0227200e+02   2.3583200e+02   8.7069000e+01   2.3010000e+00
   2.2392131e+03   1.0370200e+02   2.3375500e+02   7.7555000e+01   2.2770000e+00
   2.2393657e+03   1.0568400e+02   2.3156100e+02   6.7924000e+01   2.2170000e+00
   2.2395181e+03   1.0700500e+02   2.3036500e+02   6.7031000e+01   2.1690000e+00
   2.2396704e+03   1.0762500e+02   2.3067700e+02   6.7680000e+01   2.1520000e+00
   2.2398228e+03   1.0790700e+02   2.3307700e+02   6.5925000e+01   2.1620000e+00
   2.2399753e+03   1.0791200e+02   2.3662700e+02   6.6957000e+01   2.1950000e+00
   2.2401277e+03   1.0794000e+02   2.4082000e+02   7.3637000e+01   2.2480000e+00
   2.2402800e+03   1.0816200e+02   2.4552800e+02   8.3112000e+01   2.3020000e+00
   2.2404324e+03   1.0978600e+02   2.5222800e+02   8.6493000e+01   2.3200000e+00
   2.2405847e+03   1.1152200e+02   2.6014800e+02   8.6396000e+01   2.2980000e+00
   2.2407373e+03   1.1262500e+02   2.6852800e+02   8.6979000e+01   2.2730000e+00
   2.2408896e+03   1.1318500e+02   2.7589900e+02   8.7780000e+01   2.2620000e+00
   2.2410420e+03   1.1355800e+02   2.7875300e+02   8.9367000e+01   2.2480000e+00
   2.2411943e+03   1.1392600e+02   2.7866700e+02   8.7734000e+01   2.2340000e+00
   2.2413469e+03   1.1374000e+02   2.7471900e+02   8.3428000e+01   2.2260000e+00
   2.2414993e+03   1.1346100e+02   2.7233700e+02   8.1649000e+01   2.2230000e+00
   2.2416516e+03   1.1352700e+02   2.7031600e+02   8.1251000e+01   2.2250000e+00
   2.2418040e+03   1.1275100e+02   2.7156600e+02   8.0979000e+01   2.2310000e+00
   2.2419565e+03   1.1140100e+02   2.7205800e+02   8.3306000e+01   2.2380000e+00
   2.2421089e+03   1.1037900e+02   2.7032100e+02   8.5756000e+01   2.2370000e+00
   2.2422612e+03   1.1022700e+02   2.6629700e+02   8.3584000e+01   2.2170000e+00
   2.2424136e+03   1.0989100e+02   2.6110100e+02   7.7307000e+01   2.1840000e+00
   2.2425659e+03   1.0969900e+02   2.5741200e+02   7.7345000e+01   2.1660000e+00
   2.2427185e+03   1.0998500e+02   2.5451100e+02   7.7082000e+01   2.1340000e+00
   2.2428708e+03   1.1113700e+02   2.5383900e+02   7.0699000e+01   2.1040000e+00
   2.2430232e+03   1.1253200e+02   2.5407300e+02   6.5122000e+01   2.0900000e+00
   2.2431755e+03   1.1381200e+02   2.5540300e+02   6.4552000e+01   2.0870000e+00
   2.2433281e+03   1.1511400e+02   2.5947500e+02   6.6431000e+01   2.0960000e+00
   2.2434805e+03   1.1577000e+02   2.6624000e+02   7.2048000e+01   2.1270000e+00
   2.2436328e+03   1.1579300e+02   2.7486100e+02   7.9603000e+01   2.1680000e+00
   2.2437852e+03   1.1533200e+02   2.8372700e+02   8.1849000e+01   2.2020000e+00
   2.2439377e+03   1.1550400e+02   2.9014000e+02   7.9066000e+01   2.2280000e+00
   2.2440901e+03   1.1602400e+02   2.9428800e+02   7.7105000e+01   2.2450000e+00
   2.2442424e+03   1.1666700e+02   2.9708500e+02   7.8367000e+01   2.2450000e+00
   2.2443948e+03   1.1716200e+02   3.0003300e+02   8.1555000e+01   2.2330000e+00
   2.2445471e+03   1.1746200e+02   3.0241900e+02   8.3266000e+01   2.2170000e+00
   2.2446997e+03   1.1765800e+02   3.0312500e+02   8.5678000e+01   2.2070000e+00
   2.2448521e+03   1.1763400e+02   3.0259300e+02   8.6962000e+01   2.2090000e+00
   2.2450044e+03   1.1713700e+02   3.0100900e+02   8.4832000e+01   2.2190000e+00
   2.2451567e+03   1.1606900e+02   2.9890900e+02   8.4351000e+01   2.2290000e+00
   2.2453093e+03   1.1445300e+02   2.9534100e+02   8.4948000e+01   2.2320000e+00
   2.2454617e+03   1.1348900e+02   2.9099900e+02   8.4935000e+01   2.2290000e+00
   2.2456140e+03   1.1351800e+02   2.8462100e+02   7.6250000e+01   2.2280000e+00
   2.2457664e+03   1.1454900e+02   2.8310900e+02   7.2214000e+01   2.2310000e+00
   2.2459189e+03   1.1553700e+02   2.8549500e+02   7.4520000e+01   2.2400000e+00
   2.2460713e+03   1.1614700e+02   2.8938800e+02   7.8558000e+01   2.2430000e+00
   2.2462236e+03   1.1637900e+02   2.9259800e+02   8.4030000e+01   2.2460000e+00
   2.2463760e+03   1.1635500e+02   2.9465000e+02   8.4387000e+01   2.2470000e+00
   2.2465283e+03   1.1667900e+02   2.9541700e+02   8.2485000e+01   2.2420000e+00
   2.2466809e+03   1.1735500e+02   2.9163900e+02   8.1863000e+01   2.2290000e+00
   2.2468333e+03   1.1841300e+02   2.8485700e+02   8.1441000e+01   2.2180000e+00
   2.2469856e+03   1.1793900e+02   2.7635300e+02   7.8078000e+01   2.2050000e+00
   2.2471379e+03   1.1683700e+02   2.7031800e+02   7.5448000e+01   2.1970000e+00
   2.2472905e+03   1.1579600e+02   2.6871400e+02   7.5749000e+01   2.2110000e+00
   2.2474429e+03   1.1504500e+02   2.7066700e+02   7.7089000e+01   2.2380000e+00
   2.2475952e+03   1.1410500e+02   2.7167100e+02   7.9510000e+01   2.2430000e+00
   2.2477476e+03   1.1370000e+02   2.7181900e+02   7.9797000e+01   2.2210000e+00
   2.2479001e+03   1.1306900e+02   2.7091400e+02   7.4951000e+01   2.1910000e+00
   2.2480525e+03   1.1294800e+02   2.7187600e+02   7.2321000e+01   2.1690000e+00
   2.2482048e+03   1.1350600e+02   2.7394400e+02   7.5809000e+01   2.1600000e+00
   2.2483572e+03   1.1540700e+02   2.7800100e+02   7.6759000e+01   2.1720000e+00
   2.2485095e+03   1.1798500e+02   2.8551600e+02   7.7081000e+01   2.2000000e+00
   2.2486621e+03   1.2106100e+02   2.9493600e+02   7.9231000e+01   2.1940000e+00
   2.2488145e+03   1.2345900e+02   3.0734000e+02   8.0313000e+01   2.1800000e+00
   2.2489668e+03   1.2498300e+02   3.1613800e+02   8.1536000e+01   2.1770000e+00
   2.2491191e+03   1.2568200e+02   3.2206500e+02   8.3791000e+01   2.1840000e+00
   2.2492717e+03   1.2564500e+02   3.2275800e+02   8.3938000e+01   2.1990000e+00
   2.2494241e+03   1.2387300e+02   3.1841100e+02   8.2290000e+01   2.2240000e+00
   2.2495764e+03   1.2072700e+02   3.0954500e+02   7.9881000e+01   2.2540000e+00
   2.2497288e+03   1.1815400e+02   3.0025700e+02   8.1667000e+01   2.2600000e+00
   2.2498813e+03   1.1680600e+02   2.9406000e+02   8.2760000e+01   2.2320000e+00
   2.2500337e+03   1.1689600e+02   2.9017900e+02   7.9465000e+01   2.1920000e+00
   2.2501860e+03   1.1808400e+02   2.8866300e+02   7.8234000e+01   2.1710000e+00
   2.2503384e+03   1.2047900e+02   2.8975700e+02   7.7216000e+01   2.1730000e+00
   2.2504907e+03   1.2240800e+02   2.9083600e+02   7.4977000e+01   2.1900000e+00
   2.2506433e+03   1.2287400e+02   2.8949600e+02   7.7567000e+01   2.2130000e+00
   2.2507957e+03   1.2185000e+02   2.8574900e+02   8.3694000e+01   2.2270000e+00
   2.2509480e+03   1.1924600e+02   2.7990300e+02   8.5240000e+01   2.2240000e+00
   2.2511003e+03   1.1661800e+02   2.7431800e+02   8.1537000e+01   2.2130000e+00
   2.2512529e+03   1.1412800e+02   2.6876500e+02   7.7363000e+01   2.2430000e+00
   2.2514053e+03   1.1243100e+02   2.6496300e+02   7.5827000e+01   2.3470000e+00
   2.2515576e+03   1.1109500e+02   2.6268700e+02   7.5518000e+01   2.4590000e+00
   2.2517100e+03   1.1073400e+02   2.6487800e+02   7.2765000e+01   2.4790000e+00
   2.2518625e+03   1.1094100e+02   2.6863800e+02   6.9275000e+01   2.3850000e+00
   2.2520149e+03   1.1192700e+02   2.7181900e+02   7.0460000e+01   2.2770000e+00
   2.2521672e+03   1.1321700e+02   2.7409900e+02   7.1420000e+01   2.2360000e+00
   2.2523196e+03   1.1347900e+02   2.7693400e+02   7.2147000e+01   2.2340000e+00
   2.2524719e+03   1.1331500e+02   2.8179200e+02   7.6271000e+01   2.2270000e+00
   2.2526245e+03   1.1333600e+02   2.8640700e+02   7.7959000e+01   2.2120000e+00
   2.2527769e+03   1.1390400e+02   2.9095800e+02   7.6513000e+01   2.2130000e+00
   2.2529292e+03   1.1517400e+02   2.9270900e+02   7.4566000e+01   2.2260000e+00
   2.2530815e+03   1.1673600e+02   2.9483700e+02   7.0972000e+01   2.2080000e+00
   2.2532341e+03   1.1900000e+02   2.9688500e+02   6.6107000e+01   2.1690000e+00
   2.2533865e+03   1.2265900e+02   3.0105400e+02   6.7758000e+01   2.1620000e+00
   2.2535388e+03   1.2749400e+02   3.0732600e+02   7.5304000e+01   2.1900000e+00
   2.2536912e+03   1.3115500e+02   3.1660300e+02   8.1810000e+01   2.2160000e+00
   2.2538435e+03   1.3325700e+02   3.2594800e+02   8.3822000e+01   2.2260000e+00
   2.2539961e+03   1.3215100e+02   3.3454900e+02   8.2347000e+01   2.2310000e+00
   2.2541484e+03   1.3026500e+02   3.3962500e+02   8.2600000e+01   2.2370000e+00
   2.2543008e+03   1.2869100e+02   3.3960500e+02   8.5376000e+01   2.2360000e+00
   2.2544531e+03   1.2731000e+02   3.3194500e+02   8.5437000e+01   2.2300000e+00
   2.2546057e+03   1.2494800e+02   3.2238700e+02   8.1920000e+01   2.2230000e+00
   2.2547581e+03   1.2196500e+02   3.1196700e+02   7.7550000e+01   2.2110000e+00
   2.2549104e+03   1.1841900e+02   3.0165700e+02   7.3369000e+01   2.1980000e+00
   2.2550627e+03   1.1655300e+02   2.9246100e+02   7.0849000e+01   2.1910000e+00
   2.2552153e+03   1.1616700e+02   2.8520100e+02   6.9109000e+01   2.1870000e+00
   2.2553677e+03   1.1668200e+02   2.8163500e+02   6.8431000e+01   2.1940000e+00
   2.2555200e+03   1.1786900e+02   2.8286300e+02   6.9132000e+01   2.2300000e+00
   2.2556724e+03   1.1987000e+02   2.9565000e+02   7.1762000e+01   2.2720000e+00
   2.2558247e+03   1.2251300e+02   3.0994300e+02   7.3537000e+01   2.2840000e+00
   2.2559773e+03   1.2481700e+02   3.1896600e+02   7.6297000e+01   2.2840000e+00
   2.2561296e+03   1.2615600e+02   3.1922800e+02   7.8720000e+01   2.2680000e+00
   2.2562820e+03   1.2433900e+02   3.1343700e+02   8.0735000e+01   2.2480000e+00
   2.2564343e+03   1.1793900e+02   3.0753800e+02   8.0185000e+01   2.2370000e+00
   2.2565869e+03   1.0842300e+02   3.0069400e+02   7.7034000e+01   2.2390000e+00
   2.2567393e+03   1.0099300e+02   2.9443600e+02   7.5003000e+01   2.3070000e+00
   2.2568916e+03   9.9635000e+01   2.8320000e+02   7.4704000e+01   2.4390000e+00
   2.2570439e+03   1.0320700e+02   2.7727500e+02   7.0220000e+01   2.5590000e+00
   2.2571965e+03   1.1065400e+02   2.7823700e+02   6.5924000e+01   2.5920000e+00
   2.2573489e+03   1.1544000e+02   2.8078600e+02   6.8385000e+01   2.5150000e+00
   2.2575012e+03   1.1709300e+02   2.7724100e+02   7.4270000e+01   2.2680000e+00
   2.2576536e+03   1.1649300e+02   2.7761000e+02   7.7558000e+01   2.1630000e+00
   2.2578059e+03   1.1523500e+02   2.7503900e+02   7.5062000e+01   2.1280000e+00
   2.2579585e+03   1.1368000e+02   2.7427600e+02   6.7521000e+01   2.1050000e+00
   2.2581108e+03   1.1210200e+02   2.7180100e+02   6.4630000e+01   2.0950000e+00
   2.2582632e+03   1.1038300e+02   2.6518700e+02   6.3038000e+01   2.0870000e+00
   2.2584155e+03   1.0874300e+02   2.5677400e+02   6.3182000e+01   2.1030000e+00
   2.2585681e+03   1.0705200e+02   2.5190300e+02   6.3394000e+01   2.1190000e+00
   2.2587205e+03   1.0572700e+02   2.4946500e+02   6.4366000e+01   2.1320000e+00
   2.2588728e+03   1.0497700e+02   2.4995700e+02   6.4501000e+01   2.1470000e+00
   2.2590251e+03   1.0455500e+02   2.5456800e+02   6.5706000e+01   2.1660000e+00
   2.2591777e+03   1.0435000e+02   2.6221400e+02   6.6452000e+01   2.1810000e+00
   2.2593301e+03   1.0454100e+02   2.6877300e+02   6.5165000e+01   2.1760000e+00
   2.2594824e+03   1.0524700e+02   2.7157600e+02   6.3075000e+01   2.1520000e+00
   2.2596348e+03   1.0628500e+02   2.7007000e+02   6.0683000e+01   2.1220000e+00
   2.2597871e+03   1.0700800e+02   2.6621600e+02   6.1798000e+01   2.1050000e+00
   2.2599397e+03   1.0679700e+02   2.6145100e+02   6.2737000e+01   2.1030000e+00
   2.2600920e+03   1.0660900e+02   2.5712900e+02   5.9895000e+01   2.1040000e+00
   2.2602444e+03   1.0620600e+02   2.5649100e+02   5.7303000e+01   2.1030000e+00
   2.2603967e+03   1.0604000e+02   2.5552100e+02   5.8794000e+01   2.0970000e+00
   2.2605493e+03   1.0637300e+02   2.5739200e+02   6.1494000e+01   2.0980000e+00
   2.2607017e+03   1.0726300e+02   2.5696900e+02   6.2345000e+01   2.1110000e+00
   2.2608540e+03   1.0805600e+02   2.5449700e+02   6.0518000e+01   2.1220000e+00
   2.2610063e+03   1.0842300e+02   2.4903900e+02   5.7316000e+01   2.1200000e+00
   2.2611589e+03   1.0839300e+02   2.4663100e+02   5.6554000e+01   2.1220000e+00
   2.2613113e+03   1.0825700e+02   2.4721400e+02   5.7774000e+01   2.1320000e+00
   2.2614636e+03   1.0806400e+02   2.4690800e+02   6.0019000e+01   2.1410000e+00
   2.2616160e+03   1.0796400e+02   2.4452600e+02   6.2316000e+01   2.1450000e+00
   2.2617683e+03   1.0807100e+02   2.4011500e+02   6.3720000e+01   2.1480000e+00
   2.2619209e+03   1.0865200e+02   2.3794500e+02   6.2914000e+01   2.1550000e+00
   2.2620732e+03   1.0967500e+02   2.4067900e+02   6.1990000e+01   2.1630000e+00
   2.2622256e+03   1.1132100e+02   2.4798000e+02   6.3767000e+01   2.1690000e+00
   2.2623779e+03   1.1306800e+02   2.5555500e+02   6.7206000e+01   2.1740000e+00
   2.2625305e+03   1.1480700e+02   2.6144400e+02   7.4234000e+01   2.1760000e+00
   2.2626829e+03   1.1604100e+02   2.6484600e+02   7.6124000e+01   2.1700000e+00
   2.2628352e+03   1.1660200e+02   2.6913300e+02   7.4752000e+01   2.1730000e+00
   2.2629875e+03   1.1667400e+02   2.7397700e+02   7.5972000e+01   2.2000000e+00
   2.2631401e+03   1.1657300e+02   2.8096600e+02   7.9832000e+01   2.2430000e+00
   2.2632925e+03   1.1620900e+02   2.8264200e+02   8.5068000e+01   2.2760000e+00
   2.2634448e+03   1.1546300e+02   2.8161600e+02   8.8454000e+01   2.2900000e+00
   2.2635972e+03   1.1407200e+02   2.7643300e+02   8.5232000e+01   2.2920000e+00
   2.2637495e+03   1.1310200e+02   2.6995400e+02   8.2376000e+01   2.2900000e+00
   2.2639021e+03   1.1284000e+02   2.6439500e+02   8.5298000e+01   2.2860000e+00
   2.2640544e+03   1.1332800e+02   2.6168400e+02   8.3813000e+01   2.2720000e+00
   2.2642068e+03   1.1351200e+02   2.6234300e+02   7.8902000e+01   2.2430000e+00
   2.2643591e+03   1.1392200e+02   2.6428600e+02   7.7096000e+01   2.2100000e+00
   2.2645117e+03   1.1548200e+02   2.6649800e+02   7.3490000e+01   2.1970000e+00
   2.2646641e+03   1.1792600e+02   2.6968800e+02   7.0318000e+01   2.2110000e+00
   2.2648164e+03   1.2116200e+02   2.7553600e+02   7.1343000e+01   2.2230000e+00
   2.2649688e+03   1.2388700e+02   2.8586800e+02   7.1961000e+01   2.2170000e+00
   2.2651213e+03   1.2574800e+02   2.9719700e+02   7.4795000e+01   2.2040000e+00
   2.2652737e+03   1.2637800e+02   3.0446300e+02   8.1902000e+01   2.1930000e+00
   2.2654260e+03   1.2570800e+02   3.0632000e+02   8.3464000e+01   2.1730000e+00
   2.2655784e+03   1.2467400e+02   3.0209400e+02   7.8655000e+01   2.1400000e+00
   2.2657307e+03   1.2378700e+02   2.9860100e+02   7.2799000e+01   2.1110000e+00
   2.2658833e+03   1.2339700e+02   2.9665900e+02   6.6820000e+01   2.1020000e+00
   2.2660356e+03   1.2316500e+02   3.0437200e+02   6.4920000e+01   2.1090000e+00
   2.2661880e+03   1.2309100e+02   3.1154900e+02   6.6494000e+01   2.1320000e+00
   2.2663403e+03   1.2320400e+02   3.2176700e+02   7.3451000e+01   2.1730000e+00
   2.2664929e+03   1.2304400e+02   3.2569900e+02   8.5687000e+01   2.2120000e+00
   2.2666453e+03   1.2271900e+02   3.2676000e+02   9.2212000e+01   2.2320000e+00
   2.2667976e+03   1.2185000e+02   3.2472200e+02   9.2747000e+01   2.2360000e+00
   2.2669500e+03   1.2143300e+02   3.2257900e+02   9.1846000e+01   2.2390000e+00
   2.2671025e+03   1.2054700e+02   3.1806700e+02   8.8213000e+01   2.2500000e+00
   2.2672549e+03   1.1801500e+02   3.1180900e+02   8.5674000e+01   2.2580000e+00
   2.2674072e+03   1.1638800e+02   3.0611200e+02   8.2971000e+01   2.2410000e+00
   2.2675596e+03   1.1589800e+02   3.0026100e+02   7.5915000e+01   2.1970000e+00
   2.2677119e+03   1.1618300e+02   2.9674800e+02   7.0817000e+01   2.1580000e+00
   2.2678645e+03   1.1648800e+02   2.9447700e+02   7.1713000e+01   2.1550000e+00
   2.2680168e+03   1.1660300e+02   2.9270900e+02   7.4535000e+01   2.1680000e+00
   2.2681692e+03   1.1658400e+02   2.8631100e+02   7.4744000e+01   2.1730000e+00
   2.2683215e+03   1.1627100e+02   2.7781400e+02   7.2447000e+01   2.1720000e+00
   2.2684741e+03   1.1556300e+02   2.6924300e+02   6.8796000e+01   2.1620000e+00
   2.2686265e+03   1.1445200e+02   2.6190800e+02   6.8948000e+01   2.1390000e+00
   2.2687788e+03   1.1346500e+02   2.5681800e+02   7.7327000e+01   2.1200000e+00
   2.2689312e+03   1.1261300e+02   2.5585000e+02   7.6672000e+01   2.1210000e+00
   2.2690837e+03   1.1162500e+02   2.6328100e+02   6.8754000e+01   2.1270000e+00
   2.2692361e+03   1.1035900e+02   2.7203000e+02   6.7403000e+01   2.1260000e+00
   2.2693884e+03   1.0929700e+02   2.7908100e+02   6.6452000e+01   2.1300000e+00
   2.2695408e+03   1.0861600e+02   2.8072900e+02   6.5207000e+01   2.1370000e+00
   2.2696931e+03   1.0816700e+02   2.8083300e+02   6.3994000e+01   2.1460000e+00
   2.2698457e+03   1.0778000e+02   2.7814300e+02   6.2635000e+01   2.1650000e+00
   2.2699980e+03   1.0706800e+02   2.7660400e+02   6.3486000e+01   2.1800000e+00
   2.2701504e+03   1.0641300e+02   2.6937500e+02   6.6324000e+01   2.1640000e+00
   2.2703027e+03   1.0587100e+02   2.6408300e+02   6.9118000e+01   2.1220000e+00
   2.2704553e+03   1.0482400e+02   2.6111700e+02   6.8368000e+01   2.0990000e+00
   2.2706077e+03   1.0362300e+02   2.6187100e+02   6.6243000e+01   2.0990000e+00
   2.2707600e+03   1.0309000e+02   2.6489800e+02   6.4016000e+01   2.1030000e+00
   2.2709124e+03   1.0388000e+02   2.6689600e+02   6.1810000e+01   2.1060000e+00
   2.2710649e+03   1.0510600e+02   2.6509000e+02   6.2780000e+01   2.1110000e+00
   2.2712173e+03   1.0672500e+02   2.5987100e+02   6.3057000e+01   2.1140000e+00
   2.2713696e+03   1.0788400e+02   2.5546300e+02   6.2012000e+01   2.1100000e+00
   2.2715220e+03   1.0832300e+02   2.5150800e+02   6.1618000e+01   2.1080000e+00
   2.2716743e+03   1.0811600e+02   2.4726500e+02   5.9986000e+01   2.1060000e+00
   2.2718269e+03   1.0751300e+02   2.4263600e+02   5.9635000e+01   2.1070000e+00
   2.2719792e+03   1.0744200e+02   2.3848300e+02   6.2663000e+01   2.1120000e+00
   2.2721316e+03   1.0755000e+02   2.3594800e+02   6.3420000e+01   2.1160000e+00
   2.2722839e+03   1.0762800e+02   2.3440800e+02   6.3657000e+01   2.1220000e+00
   2.2724365e+03   1.0744100e+02   2.3340300e+02   6.5322000e+01   2.1350000e+00
   2.2725889e+03   1.0697900e+02   2.3308600e+02   6.7455000e+01   2.1560000e+00
   2.2727412e+03   1.0608200e+02   2.3241600e+02   7.1453000e+01   2.1910000e+00
   2.2728936e+03   1.0540500e+02   2.3237500e+02   7.6978000e+01   2.2380000e+00
   2.2730461e+03   1.0541300e+02   2.3413200e+02   7.9417000e+01   2.2690000e+00
   2.2731985e+03   1.0655300e+02   2.3704700e+02   7.6979000e+01   2.2720000e+00
   2.2733508e+03   1.0845200e+02   2.4015500e+02   7.4206000e+01   2.2480000e+00
   2.2735032e+03   1.1100200e+02   2.4490000e+02   7.3687000e+01   2.2060000e+00
   2.2736555e+03   1.1377400e+02   2.5049600e+02   7.2078000e+01   2.1720000e+00
   2.2738081e+03   1.1635700e+02   2.5755400e+02   6.8524000e+01   2.1530000e+00
   2.2739604e+03   1.1751700e+02   2.6661800e+02   6.6120000e+01   2.1440000e+00
   2.2741128e+03   1.1956500e+02   2.8084700e+02   6.8874000e+01   2.1550000e+00
   2.2742651e+03   1.2097600e+02   2.9172900e+02   7.7973000e+01   2.1670000e+00
   2.2744177e+03   1.2040800e+02   2.9554200e+02   8.6162000e+01   2.1750000e+00
   2.2745701e+03   1.1803700e+02   2.8818700e+02   8.4184000e+01   2.1890000e+00
   2.2747224e+03   1.1525700e+02   2.7405600e+02   7.3006000e+01   2.2040000e+00
   2.2748748e+03   1.1234800e+02   2.5928400e+02   6.7296000e+01   2.2030000e+00
   2.2750273e+03   1.1021300e+02   2.4924700e+02   6.8640000e+01   2.1860000e+00
   2.2751797e+03   1.0934900e+02   2.4217100e+02   6.6976000e+01   2.1530000e+00
   2.2753320e+03   1.0944900e+02   2.3854000e+02   6.3417000e+01   2.1190000e+00
   2.2754844e+03   1.1023500e+02   2.3699300e+02   6.2293000e+01   2.1020000e+00
   2.2756367e+03   1.1081100e+02   2.3782800e+02   6.2305000e+01   2.0950000e+00
   2.2757893e+03   1.1128700e+02   2.4161500e+02   6.0962000e+01   2.0900000e+00
   2.2759417e+03   1.1183000e+02   2.4686800e+02   5.8003000e+01   2.0880000e+00
   2.2760940e+03   1.1237600e+02   2.4987500e+02   5.7407000e+01   2.0930000e+00
   2.2762463e+03   1.1257400e+02   2.4962500e+02   6.0609000e+01   2.1110000e+00
   2.2763989e+03   1.1250900e+02   2.5012800e+02   6.4918000e+01   2.1390000e+00
   2.2765513e+03   1.1219800e+02   2.4914100e+02   6.9021000e+01   2.1520000e+00
   2.2767036e+03   1.1154900e+02   2.4636100e+02   7.1928000e+01   2.1470000e+00
   2.2768560e+03   1.1050500e+02   2.4184100e+02   6.9263000e+01   2.1460000e+00
   2.2770085e+03   1.0920800e+02   2.3761800e+02   6.3589000e+01   2.1450000e+00
   2.2771609e+03   1.0850500e+02   2.3368600e+02   6.1842000e+01   2.1340000e+00
   2.2773132e+03   1.0823100e+02   2.3288400e+02   6.2117000e+01   2.1280000e+00
   2.2774656e+03   1.0823900e+02   2.3399500e+02   6.2299000e+01   2.1340000e+00
   2.2776179e+03   1.0828500e+02   2.3619100e+02   6.1705000e+01   2.1410000e+00
   2.2777705e+03   1.0847500e+02   2.3634400e+02   6.1458000e+01   2.1490000e+00
   2.2779229e+03   1.0860100e+02   2.3740700e+02   6.4301000e+01   2.1680000e+00
   2.2780752e+03   1.0844900e+02   2.3745200e+02   6.8687000e+01   2.2110000e+00
   2.2782275e+03   1.0799200e+02   2.3841300e+02   7.5847000e+01   2.2680000e+00
   2.2783801e+03   1.0774900e+02   2.4033800e+02   8.1120000e+01   2.3070000e+00
   2.2785325e+03   1.0790800e+02   2.4259100e+02   7.8164000e+01   2.3210000e+00
   2.2786848e+03   1.0839500e+02   2.4700600e+02   7.4946000e+01   2.3220000e+00
   2.2788372e+03   1.0955400e+02   2.5587000e+02   7.6626000e+01   2.2870000e+00
   2.2789897e+03   1.1220200e+02   2.6901100e+02   8.1337000e+01   2.1990000e+00
   2.2791421e+03   1.1636200e+02   2.8231000e+02   8.3262000e+01   2.1450000e+00
   2.2792944e+03   1.1961900e+02   2.9197000e+02   8.4060000e+01   2.0490000e+00
   2.2794468e+03   1.1982000e+02   2.9882600e+02   8.3964000e+01   1.9820000e+00
   2.2795991e+03   1.1709700e+02   2.9621100e+02   8.5500000e+01   1.9540000e+00
   2.2797517e+03   1.1330700e+02   2.8794200e+02   8.2455000e+01   1.9960000e+00
   2.2799041e+03   1.0982400e+02   2.7410200e+02   7.8400000e+01   2.0760000e+00
   2.2800564e+03   1.0650400e+02   2.5301700e+02   7.4674000e+01   2.1500000e+00
   2.2802087e+03   1.0476600e+02   2.3061400e+02   7.2475000e+01   2.1660000e+00
   2.2803613e+03   1.0404300e+02   2.1346200e+02   7.1507000e+01   2.1470000e+00
   2.2805137e+03   1.0413000e+02   2.0734500e+02   6.8087000e+01   2.1370000e+00
   2.2806660e+03   1.0424900e+02   2.0647000e+02   6.6060000e+01   2.1380000e+00
   2.2808184e+03   1.0416900e+02   2.0704300e+02   6.8076000e+01   2.1380000e+00
   2.2809709e+03   1.0367300e+02   2.0725900e+02   6.8360000e+01   2.1420000e+00
   2.2811233e+03   1.0263300e+02   2.0621800e+02   6.4740000e+01   2.1520000e+00
   2.2812756e+03   1.0133300e+02   2.0512600e+02   6.4580000e+01   2.1640000e+00
   2.2814280e+03   1.0070500e+02   2.0203400e+02   6.7882000e+01   2.1730000e+00
   2.2815803e+03   1.0074200e+02   1.9966500e+02   6.8644000e+01   2.1770000e+00
   2.2817329e+03   1.0145400e+02   2.0071800e+02   6.7866000e+01   2.1700000e+00
   2.2818853e+03   1.0243600e+02   2.0255800e+02   6.5046000e+01   2.1610000e+00
   2.2820376e+03   1.0294100e+02   2.0499700e+02   6.2290000e+01   2.1610000e+00
   2.2821899e+03   1.0298700e+02   2.0563600e+02   6.4915000e+01   2.1630000e+00
   2.2823425e+03   1.0280100e+02   2.0752100e+02   6.7340000e+01   2.1650000e+00
   2.2824949e+03   1.0285500e+02   2.0863200e+02   6.7293000e+01   2.1680000e+00
   2.2826472e+03   1.0310700e+02   2.1248400e+02   6.4867000e+01   2.1720000e+00
   2.2827996e+03   1.0361700e+02   2.1734500e+02   6.3769000e+01   2.1760000e+00
   2.2829521e+03   1.0450700e+02   2.2439100e+02   6.3688000e+01   2.1830000e+00
   2.2831045e+03   1.0587200e+02   2.2755100e+02   6.5965000e+01   2.1870000e+00
   2.2832568e+03   1.0702000e+02   2.2995400e+02   6.7537000e+01   2.1740000e+00
   2.2834092e+03   1.0769700e+02   2.2896500e+02   6.4529000e+01   2.1550000e+00
   2.2835615e+03   1.0781500e+02   2.3067200e+02   6.2373000e+01   2.1450000e+00
   2.2837141e+03   1.0774200e+02   2.3380000e+02   6.3627000e+01   2.1480000e+00
   2.2838665e+03   1.0779400e+02   2.3845600e+02   6.5343000e+01   2.1560000e+00
   2.2840188e+03   1.0791900e+02   2.4282800e+02   6.2175000e+01   2.2310000e+00
   2.2841711e+03   1.0808100e+02   2.4712800e+02   5.8860000e+01   2.3910000e+00
