%Depth:M	   Sw_deep:fract	Sw_x:fract
2386.1204	1.0000	1.0000
2386.2729	1.0000	1.0000
2386.4253	1.0000	1.0000
2386.5776	1.0000	1.0000
2386.7300	1.0000	1.0000
2386.8823	1.0000	1.0000
2387.0349	1.0000	1.0000
2387.1873	1.0000	1.0000
2387.3396	1.0000	1.0000
2387.4919	1.0000	1.0000
2387.6445	1.0000	1.0000
2387.7969	1.0000	1.0000
2387.9492	1.0000	1.0000
2388.1016	1.0000	1.0000
2388.2542	0.9640	1.0000
2388.4065	1.0000	1.0000
2388.5588	1.0000	1.0000
2388.7112	1.0000	1.0000
2388.8635	1.0000	1.0000
2389.0161	1.0000	1.0000
2389.1685	1.0000	1.0000
2389.3208	1.0000	1.0000
2389.4731	1.0000	1.0000
2389.6257	1.0000	1.0000
2389.7781	1.0000	1.0000
2389.9304	1.0000	1.0000
2390.0828	1.0000	1.0000
2390.2354	1.0000	1.0000
2390.3877	1.0000	1.0000
2390.5400	1.0000	1.0000
2390.6924	1.0000	1.0000
2390.8447	1.0000	1.0000
2390.9973	1.0000	1.0000
2391.1497	1.0000	1.0000
2391.3020	1.0000	1.0000
2391.4543	0.9710	1.0000
2391.6069	0.9760	1.0000
2391.7593	1.0000	1.0000
2391.9116	1.0000	1.0000
2392.0640	1.0000	1.0000
2392.2163	1.0000	1.0000
2392.3689	1.0000	1.0000
2392.5212	1.0000	1.0000
2392.6736	1.0000	1.0000
2392.8259	1.0000	1.0000
2392.9785	1.0000	1.0000
2393.1309	1.0000	1.0000
2393.2832	1.0000	1.0000
2393.4355	1.0000	1.0000
2393.5881	1.0000	1.0000
2393.7405	1.0000	1.0000
2393.8928	1.0000	1.0000
2394.0452	1.0000	1.0000
2394.1975	1.0000	1.0000
2394.3501	1.0000	1.0000
2394.5024	1.0000	1.0000
2394.6548	1.0000	1.0000
2394.8071	1.0000	1.0000
2394.9597	1.0000	1.0000
2395.1121	1.0000	1.0000
2395.2644	1.0000	1.0000
2395.4167	1.0000	1.0000
2395.5693	1.0000	1.0000
2395.7217	1.0000	1.0000
2395.8740	1.0000	1.0000
2396.0264	1.0000	1.0000
2396.1787	1.0000	1.0000
2396.3313	1.0000	1.0000
2396.4836	1.0000	1.0000
2396.6360	1.0000	1.0000
2396.7883	1.0000	1.0000
2396.9409	1.0000	1.0000
2397.0933	1.0000	1.0000
2397.2456	1.0000	1.0000
2397.3979	1.0000	1.0000
2397.5505	1.0000	1.0000
2397.7029	1.0000	1.0000
2397.8552	1.0000	1.0000
2398.0076	1.0000	1.0000
2398.1599	1.0000	1.0000
2398.3125	1.0000	1.0000
2398.4648	1.0000	1.0000
2398.6172	1.0000	1.0000
2398.7695	1.0000	1.0000
2398.9221	1.0000	1.0000
2399.0745	1.0000	1.0000
2399.2268	1.0000	1.0000
2399.3792	1.0000	1.0000
2399.5317	1.0000	1.0000
2399.6841	1.0000	1.0000
2399.8364	1.0000	1.0000
2399.9888	1.0000	1.0000
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
-999.2500	-999.2500	-999.2500
