DEPTH,VP,RHO,GR,IP,VSH,RHOm,RHOf,PHIE
2116.1228,2306.93,2.2712,111.8515,5239.499416,0.463880962871,2.72422095406,1.09,0.277209120917
2116.27515,2299.97,2.2783,112.4963,5240.021651,0.469517760107,2.72512284162,1.09,0.273265610537
2116.42749,2299.97,2.2832,115.264,5251.291504,0.493712803083,2.72899404849,1.09,0.271992475447
2116.58008,2284.45,2.2809,113.9016,5210.602005,0.481802796019,2.72708844736,1.09,0.272549994523
2116.73242,2287.88,2.2741,111.8945,5202.867908,0.464256865913,2.72428109855,1.09,0.275461240387
2116.88477,2284.45,2.2798,104.6579,5208.08911,0.400995006609,2.71415920106,1.09,0.267436345387
2117.03711,2303.44,2.2818,101.7339,5255.989392,0.375433599787,2.71006937597,1.09,0.264352491516
2117.1897,2317.45,2.2835,99.2663,5291.897075,0.353862010364,2.70661792166,1.09,0.261730317343
2117.34204,2301.7,2.2746,101.7336,5235.44682,0.375430977208,2.71006895635,1.09,0.268796556249
2117.49438,2344.19,2.2792,104.5691,5342.877848,0.400218723119,2.7140349957,1.09,0.267749769463
2117.64673,2369.7,2.2817,100.8159,5406.94449,0.367408506948,2.70878536111,1.09,0.263830753213
2117.79932,2360.53,2.281,114.3604,5384.36893,0.485813594053,2.72773017505,1.09,0.272773978189
2117.95166,2326.3,2.2874,118.7063,5321.17862,0.523805152844,2.73380882446,1.09,0.271569794379
2118.104,2305.18,2.2964,117.8894,5293.615352,0.516663869249,2.73266621908,1.09,0.265584215474
2118.25635,2250.71,2.2942,107.0888,5163.578882,0.422245767157,2.71755932275,1.09,0.260119134724
2118.40869,2355.06,2.2826,100.5052,5375.659956,0.364692388925,2.70835078223,1.09,0.263076946545
2118.56128,2399.55,2.2727,90.4169,5453.457285,0.276501164425,2.69424018631,1.09,0.262766255269
2118.71362,2465.55,2.2731,86.8067,5604.441705,0.244941044416,2.68919056711,1.09,0.260188232513
2118.86597,2504.03,2.2748,86.0158,5696.167444,0.238027051032,2.68808432817,1.09,0.258612340339
2119.01831,2461.56,2.2753,104.3107,5600.787468,0.397959808097,2.7136735693,1.09,0.269988732702
2119.1709,2366.02,2.2723,104.2795,5376.307246,0.397687059844,2.71362992958,1.09,0.27181682324
2119.32324,2289.6,2.2839,102.1886,5229.21744,0.379408555903,2.71070536894,1.09,0.263345440277
2119.47559,2274.22,2.2894,102.2892,5206.599268,0.380287994181,2.71084607907,1.09,0.260016101783
2119.62793,2245.74,2.2959,101.7116,5155.994466,0.375238654722,2.71003818476,1.09,0.255634829261
2119.78052,2284.45,2.2901,100.8699,5231.618945,0.367880571233,2.7088608914,1.09,0.258676266517
2119.93286,2299.97,2.2969,98.0588,5282.801093,0.343306128443,2.70492898055,1.09,0.252660634285
2120.08521,2362.36,2.2997,91.9892,5432.719292,0.290246102847,2.69643937646,1.09,0.246968159689
2120.23755,2435.99,2.2964,94.4562,5594.007436,0.311812447111,2.69988999154,1.09,0.250632026821
2120.38989,2434.04,2.2932,103.1273,5581.740528,0.387614606718,2.71201833707,1.09,0.258208139515
2120.54248,2405.23,2.2954,103.6757,5520.964942,0.392408681787,2.71278538909,1.09,0.257203073119
2120.69482,2333.42,2.296,107.1865,5357.53232,0.423099853835,2.71769597661,1.09,0.259075394098
2120.84717,2282.74,2.3018,109.9674,5254.410932,0.447410290302,2.72158564645,1.09,0.257286920464
2120.99951,2303.44,2.2956,100.4135,5287.776864,0.363890753834,2.70822252061,1.09,0.254985031636
2121.1521,2299.97,2.2884,99.7523,5263.251348,0.358110588926,2.70729769423,1.09,0.259010877047
2121.30444,2303.44,2.2645,96.9207,5216.13988,0.333356936548,2.70333710985,1.09,0.272005836331
2121.45679,2272.53,2.2696,111.9894,5157.734088,0.465086475183,2.72441383603,1.09,0.278273363822
2121.60913,2279.33,2.2773,108.7372,5190.718209,0.436655966543,2.71986495465,1.09,0.271534738743
2121.76172,2262.41,2.2968,106.4806,5196.303288,0.416928924603,2.71670862794,1.09,0.258133891175
2121.91406,2279.33,2.3031,109.1797,5249.524923,0.440524271098,2.72048388338,1.09,0.255987739365
2122.06641,2305.18,2.3085,95.1177,5321.50803,0.317595234598,2.70081523754,1.09,0.243550736543
2122.21875,2345.99,2.3127,88.6387,5425.571073,0.26095626237,2.69175300198,1.09,0.236648847551
2122.37109,2443.8,2.3165,84.8774,5661.0627,0.228075236557,2.68649203785,1.09,0.231753136926
2122.52368,2586.92,2.3167,82.7237,5993.117564,0.209247739337,2.68347963829,1.09,0.230175290276
2122.67603,2694.4,2.358,72.6124,6353.3952,0.120855450419,2.66933687207,1.09,0.197131389492
2122.82837,2706.36,2.4358,72.9515,6592.151688,0.123819839288,2.66981117429,1.09,0.148126040691
2122.98071,2649.89,2.5695,67.2821,6808.892355,0.0742583345572,2.66188133353,1.09,0.0587711881035
2123.1333,2569.47,2.6142,67.3017,6717.108474,0.0744296764087,2.66190874823,1.09,0.0303508382909
2123.28564,2528.96,2.5311,79.827,6401.050656,0.183924987237,2.67942799796,1.09,0.0933216214566
2123.43799,2543.74,2.402,83.6183,6110.06348,0.217068270986,2.68473092336,1.09,0.177290675948
2123.59033,2539.5,2.3158,95.728,5880.9741,0.322930435208,2.70166886963,1.09,0.239421928973
2123.74292,2526.87,2.282,118.1541,5766.31734,0.518977858437,2.73303645735,1.09,0.274513967923
2123.89526,2443.8,2.2734,120.3507,5555.73492,0.538180384505,2.73610886152,1.09,0.281092503866
2124.04761,2375.24,2.2805,122.8932,5416.73482,0.560406744575,2.73966507913,1.09,0.278338363914
2124.19995,2329.85,2.2837,119.9156,5320.678445,0.534376770241,2.73550028324,1.09,0.27456712578
2124.35229,2328.07,2.2759,122.6272,5298.454513,0.558081390876,2.73929302254,1.09,0.280964641339
2124.50488,2337.0,2.2543,121.5491,5268.2991,0.548656714852,2.73778507438,1.09,0.293415131557
2124.65723,2335.21,2.2334,123.3369,5215.458014,0.564285539447,2.74028568631,1.09,0.307150265264
2124.80957,2333.42,2.2621,117.2385,5278.429382,0.510973746232,2.7317557994,1.09,0.286069219046
2124.96191,2320.98,2.3149,117.6747,5372.836602,0.514786976621,2.73236591626,1.09,0.254185691585
2125.1145,2331.64,2.3445,115.5438,5466.52998,0.496158795432,2.72938540727,1.09,0.234774205969
2125.26685,2329.85,2.3151,114.3063,5393.835735,0.485340655575,2.72765450489,1.09,0.251917912881
2125.41919,2324.52,2.3071,113.914,5362.900092,0.481911195966,2.72710579135,1.09,0.256553848611
2125.57153,2320.98,2.3247,116.2162,5395.582206,0.502036869969,2.7303258992,1.09,0.247283725383
2125.72412,2315.69,2.3266,112.2914,5387.684354,0.467726538405,2.72483624614,1.09,0.243593966725
2125.87646,2315.69,2.3179,109.2565,5367.537851,0.441195651414,2.72059130423,1.09,0.246960291756
2126.02881,2320.98,2.3007,107.8859,5339.878686,0.429213960514,2.71867423368,1.09,0.256634644939
2126.18115,2326.3,2.2826,107.911,5310.01238,0.429433382988,2.71870934128,1.09,0.267763762524
2126.3335,2320.98,2.258,110.078,5240.77284,0.448377147892,2.72174034366,1.09,0.284199839431
2126.48608,2328.07,2.2441,112.852,5224.421887,0.472627265034,2.72562036241,1.09,0.294396165194
2126.63843,2329.85,2.2457,116.7478,5232.144145,0.506684080594,2.73106945289,1.09,0.29576411409
2126.79077,2328.07,2.2496,115.7847,5237.226272,0.498264726657,2.72972235627,1.09,0.292807105075
2126.94312,2338.79,2.2415,114.9863,5242.397785,0.491285168789,2.72860562701,1.09,0.297268371949
2127.0957,2355.06,2.2272,118.9385,5245.189632,0.525835029268,2.73413360468,1.09,0.308328716863
2127.24805,2364.19,2.215,119.1727,5236.68085,0.527882389554,2.73446118233,1.09,0.315885341601
2127.40039,2378.95,2.2102,115.373,5257.95529,0.494665673583,2.72914650777,1.09,0.316595560746
2127.55273,2377.1,2.2204,115.041,5278.11284,0.491763352426,2.72868213639,1.09,0.31017738285
2127.70508,2378.95,2.2198,120.6752,5280.79321,0.541017141179,2.73656274259,1.09,0.313843335102
2127.85767,2386.4,2.2066,127.2088,5265.83024,0.598133422851,2.74570134766,1.09,0.32560301314
2128.01001,2397.66,2.1982,120.2244,5270.536212,0.537076278595,2.73593220458,1.09,0.326703738514
2128.16235,2401.44,2.1937,119.5323,5268.038928,0.531025988013,2.73496415808,1.09,0.329043131683
2128.3147,2397.66,2.2059,118.9148,5288.998194,0.525627845499,2.73410045528,1.09,0.321270183694
2128.46729,2403.34,2.2105,120.2935,5312.58307,0.537680346041,2.73602885537,1.09,0.319270742826
2128.61963,2399.55,2.2253,121.2114,5339.718615,0.545704564687,2.73731273035,1.09,0.310816957167
2128.77197,2393.9,2.2271,125.04,5331.45469,0.57917392247,2.7426678276,1.09,0.311960951249
2128.92432,2392.02,2.2442,127.2622,5368.171284,0.598600241977,2.74577603872,1.09,0.302925049637
2129.0769,2382.67,2.2853,121.9109,5445.115751,0.551819545559,2.73829112729,1.09,0.274824707717
2129.22925,2366.02,2.3556,124.3711,5573.396712,0.573326444692,2.74173223115,1.09,0.233774109307
2129.38159,2356.88,2.3373,122.3567,5508.735624,0.555716698487,2.73891467176,1.09,0.243563040973
2129.53394,2331.64,2.2738,124.6193,5301.683032,0.575496192015,2.74207939072,1.09,0.283448479142
2129.68628,2418.59,2.2278,126.5739,5388.134802,0.592583170733,2.74481330732,1.09,0.312429991366
2129.83887,2397.66,2.2471,122.9108,5387.781786,0.560560602564,2.73968969641,1.09,0.29859536462
2129.99121,2393.9,2.2725,133.5551,5440.13775,0.653612340809,2.75457797453,1.09,0.289609728055
2130.14355,2378.95,2.2823,130.5873,5429.477585,0.627668037401,2.75042688598,1.09,0.281931646576
2130.2959,2405.23,2.277,130.241,5476.70871,0.624640706628,2.74994251306,1.09,0.284914995152
2130.44849,2412.85,2.2584,128.8856,5449.18044,0.612791893083,2.74804670289,1.09,0.295315386496
2130.60083,2416.67,2.2594,113.1154,5460.224198,0.474929889712,2.72598878235,1.09,0.285202922775
2130.75317,2435.99,2.267,104.6029,5522.38933,0.400514200393,2.71408227206,1.09,0.27528301968
2130.90552,2547.99,2.2808,89.8216,5811.455592,0.271297092783,2.69340753485,1.09,0.257331667638
2131.05811,2840.01,2.3089,78.1183,6557.299089,0.1689876494,2.6770380239,1.09,0.231965471752
2131.21045,3323.02,2.3756,79.8121,7894.166312,0.183794732462,2.67940715719,1.09,0.191144953525
2131.36279,3355.95,2.4728,91.6028,8298.59316,0.286868220632,2.6958989153,1.09,0.138924631666
2131.51514,3412.31,2.5088,101.4339,8560.803328,0.372811020428,2.70964976327,1.09,0.124008145356
2131.66748,2955.67,2.4127,103.1818,7131.145009,0.388091041968,2.71209456671,1.09,0.184572818909
2131.82007,2659.14,2.3273,99.2663,6188.616522,0.353862010364,2.70661792166,1.09,0.234636716924
2131.97241,2735.5,2.2884,102.191,6259.9182,0.379429536538,2.71070872585,1.09,0.260570403004
2132.12476,2858.65,2.2984,100.5608,6570.32116,0.3651784403,2.70842855045,1.09,0.253349800542
2132.2771,2896.69,2.2924,97.9021,6640.372156,0.341936267825,2.70470980285,1.09,0.255346070312
2132.42969,2907.74,2.2762,101.119,6618.597788,0.370058186294,2.70920930981,1.09,0.267420219971
2132.58203,2313.93,2.2701,100.4333,5252.852493,0.364063844072,2.70825021505,1.09,0.270755542608
2132.73438,2640.71,2.2674,101.9137,5987.545854,0.377005399017,2.71032086384,1.09,0.273353799069
2132.88672,2533.17,2.2726,101.647,5756.882142,0.374673925966,2.70994782815,1.09,0.269976489708
2133.03931,2654.5,2.2666,90.5247,6016.6897,0.277443544608,2.69439096714,1.09,0.266637606356
2133.19165,2728.16,2.2695,92.7894,6191.55912,0.297241396191,2.69755862339,1.09,0.266278701854
2133.34399,2757.78,2.2639,98.9633,6243.338142,0.351213205212,2.70619411283,1.09,0.273663979668
2133.49634,2916.09,2.2592,102.551,6588.030528,0.382576631769,2.71121226108,1.09,0.278811277174
2133.64868,2788.05,2.2497,109.7724,6272.276085,0.445705613719,2.72131289819,1.09,0.289100208008
2133.80127,2818.99,2.2603,113.1412,6371.763097,0.475155431537,2.72602486905,1.09,0.284668575556
2133.95361,2390.14,2.2662,115.2543,5416.535268,0.49362800635,2.72898048102,1.09,0.282358750685
2134.10596,2328.07,2.2679,117.0018,5279.829953,0.508904531118,2.73142472498,1.09,0.282391703942
2134.2583,2106.08,2.2621,114.2001,4764.163568,0.484412262482,2.727505962,1.09,0.284216346565
2134.41089,2085.9,2.2892,111.5532,4775.04228,0.461273244795,2.72380371917,1.09,0.266007301898
2134.56323,2068.91,2.3478,114.0499,4857.386898,0.483099224416,2.72729587591,1.09,0.231782099675
2134.71558,2367.86,2.3867,120.2405,5651.371462,0.537217023687,2.73595472379,1.09,0.212189751481
2134.86792,2364.19,2.3456,123.1835,5545.444064,0.562944527201,2.74007112435,1.09,0.239063103724
2135.02051,2294.77,2.2782,120.5774,5227.945014,0.540162180308,2.73642594885,1.09,0.278315553256
2135.17285,2239.14,2.2344,108.1419,5003.134416,0.431451894901,2.71903230318,1.09,0.29749704916
2135.3252,2260.73,2.235,105.4187,5052.73155,0.407645867864,2.71522333886,1.09,0.29548144392
2135.47754,2277.62,2.2375,106.6076,5096.17475,0.418039149865,2.71688626398,1.09,0.294664891205
2135.62988,2298.23,2.2545,106.9757,5181.359535,0.421257054738,2.71740112876,1.09,0.284441936642
2135.78247,2237.5,2.2814,104.3779,5104.6325,0.398547265874,2.71376756254,1.09,0.266274294742
2135.93481,2259.05,2.3013,102.8656,5198.751765,0.385326843324,2.71165229493,1.09,0.253045795461
2136.08716,2234.22,2.2986,106.1251,5135.578092,0.413821168062,2.71621138689,1.09,0.256800186161
2136.2395,2224.43,2.2897,108.871,5093.277371,0.437825636937,2.72005210191,1.09,0.264011255472
2136.39209,2226.06,2.2697,112.0074,5052.488382,0.465243829945,2.72443901279,1.09,0.278223298167
2136.54443,2208.32,2.2495,106.4531,4967.61584,0.416688521495,2.71667016344,1.09,0.287194155238
2136.69678,2205.12,2.2479,107.427,4956.889248,0.425202288288,2.71803236613,1.09,0.288773353594
2136.84912,2190.86,2.246,109.2725,4920.67156,0.441335522313,2.72061368357,1.09,0.291064455274
2137.00171,2230.95,2.2634,95.5625,5049.53223,0.321483645595,2.7014373833,1.09,0.271830223027
2137.15405,2322.75,2.2709,93.3015,5274.732975,0.301718139158,2.69827490227,1.09,0.265734982038
2137.3064,2481.61,2.2822,93.0755,5663.530342,0.299742462707,2.69795879403,1.09,0.258563089786
2137.45874,2512.29,2.2813,97.0801,5731.287177,0.33475040038,2.70356006406,1.09,0.261694667255
2137.61108,2477.57,2.2919,103.6674,5678.342683,0.392336123758,2.7127737798,1.09,0.259354560099
2137.76367,2319.22,2.2881,110.3765,5306.607282,0.450986614355,2.7221578583,1.09,0.265941101279
2137.91602,2237.5,2.3025,111.7724,5151.84375,0.463189476114,2.72411031618,1.09,0.258006030562
2138.06836,2224.43,2.3185,118.776,5157.340955,0.524414465448,2.73390631447,1.09,0.252694640087
2138.2207,2227.68,2.3202,108.0521,5168.663136,0.430666869479,2.71890669912,1.09,0.244769512786
2138.37329,2239.14,2.2897,107.5904,5126.958858,0.426630719846,2.71826091518,1.09,0.263201622775
2138.52563,2247.39,2.2543,110.1172,5066.291277,0.448719831595,2.72179517306,1.09,0.28649133223
2138.67798,2181.45,2.2445,106.4043,4896.264525,0.416261915252,2.71660190644,1.09,0.290238136677
2138.83032,2165.95,2.255,109.3224,4884.21725,0.44177174468,2.72068347915,1.09,0.285575640585
2138.98291,2495.83,2.2597,101.2402,5639.827051,0.371117708355,2.70937883334,1.09,0.27768600162
2139.13525,2506.09,2.246,98.5294,5628.67814,0.347420081265,2.705587213,1.09,0.28447069233
2139.2876,2545.86,2.2478,96.8565,5722.584108,0.332795704565,2.70324731273,1.09,0.282317106086
2139.43994,2675.47,2.26,82.278,6046.5622,0.205351460602,2.6828562337,1.09,0.265470432768
2139.59229,2528.96,2.2837,82.2174,5775.385952,0.204821699571,2.68277147193,1.09,0.250551619591
2139.74487,2510.22,2.3026,99.4504,5780.032572,0.355471399898,2.70687542398,1.09,0.25003498599
2139.89722,2501.98,2.2905,101.0907,5730.78519,0.369810789641,2.70916972634,1.09,0.258570623901
2140.04956,2337.0,2.2607,97.6183,5283.2559,0.339455307751,2.70431284924,1.09,0.274799800701
2140.2019,2320.98,2.233,99.9132,5182.74834,0.359517165656,2.7075227465,1.09,0.293363878517
2140.35449,2287.88,2.2375,107.9858,5119.1315,0.430087279441,2.71881396471,1.09,0.295499655049
2140.50684,2247.39,2.2159,110.212,4979.991501,0.449548566673,2.72192777067,1.09,0.310079759511
2140.65918,2181.45,2.1773,100.9813,4749.671085,0.368854422368,2.70901670758,1.09,0.328419530873
2140.81152,2114.85,2.1573,101.0335,4562.365905,0.369310751177,2.70908972019,1.09,0.340802435658
2140.96411,2392.02,2.1851,104.5553,5226.802902,0.400098084468,2.71401569351,1.09,0.325683856152
2141.11646,2386.4,2.2333,102.7267,5329.54712,0.38411258908,2.71145801425,1.09,0.294893860988
2141.2688,2320.98,2.2495,100.0071,5221.04451,0.360338032996,2.70765408528,1.09,0.283221295238
2141.42114,2320.98,2.2507,101.3725,5223.829686,0.372274265853,2.70956388254,1.09,0.28332558381
2141.57349,2319.22,2.2341,106.6718,5181.369402,0.418600381848,2.7169760611,1.09,0.296793586975
2141.72607,2308.68,2.2372,108.4031,5164.978896,0.43373528733,2.71939764597,1.09,0.295936137606
2141.87842,2329.85,2.2374,109.521,5212.80639,0.443507892215,2.72096126275,1.09,0.296488502699
2142.03076,2315.69,2.2404,102.8999,5188.071876,0.385626691564,2.71170027065,1.09,0.290621071711
2142.18311,2315.69,2.2444,104.2018,5197.334636,0.39700781179,2.71352124989,1.09,0.288952947132
2142.33569,2319.22,2.2359,94.0791,5185.543998,0.308515864857,2.69936253838,1.09,0.287978952738
2142.48804,2377.1,2.23,89.6279,5300.933,0.26960378071,2.69313660491,1.09,0.288894036537
2142.64038,2645.29,2.2357,77.2613,5914.074853,0.161495814363,2.6758393303,1.09,0.277543457202
2142.79272,2757.78,2.2507,74.9967,6206.935446,0.141698836973,2.67267181392,1.09,0.266619908313
2142.94531,2765.29,2.2598,87.8284,6249.002342,0.25387267552,2.69061962808,1.09,0.26915803138
2143.09766,2708.76,2.3132,91.8134,6265.903632,0.288709271343,2.69619348341,1.09,0.238447912639
2143.25,2386.4,2.3605,94.1966,5633.0972,0.309543041772,2.69952688668,1.09,0.210637603813
2143.40234,2407.13,2.4026,91.6936,5783.370538,0.287661987985,2.69602591808,1.09,0.182703102593
2143.55469,2416.67,2.3499,92.3705,5678.932833,0.293579401213,2.69697270419,1.09,0.215979215632
2143.70728,2441.84,2.3058,93.0034,5630.394672,0.299112169468,2.69785794711,1.09,0.243838672327
2143.85962,2445.76,2.2848,94.5664,5588.072448,0.312775807929,2.70004412927,1.09,0.257908539102
2144.01196,2367.86,2.2714,92.3273,5378.357204,0.293201749785,2.69691227997,1.09,0.264801187514
2144.16431,2371.55,2.2365,90.099,5303.971575,0.273722104498,2.69379553672,1.09,0.285133314222
2144.31689,2371.55,2.2293,96.7787,5286.896415,0.332115582318,2.70313849317,1.09,0.293737019591
2144.46924,2371.55,2.2374,100.7187,5306.10597,0.366558791236,2.7086494066,1.09,0.291137416587
2144.62158,2345.99,2.2564,99.7112,5293.491836,0.357751295554,2.70724020729,1.09,0.278771332333
2144.77393,2364.19,2.2486,102.6515,5316.117634,0.383455195854,2.71135283134,1.09,0.2854115541
2144.92651,2366.02,2.2295,102.5979,5275.04159,0.382986628342,2.71127786053,1.09,0.297159340951
2145.07886,2367.86,2.2211,100.9441,5259.253846,0.368529222528,2.7089646756,1.09,0.301343619756
2145.2312,2367.86,2.2135,96.9736,5241.25811,0.333819384708,2.70341110155,1.09,0.303649268981
2145.38354,2373.39,2.2055,95.531,5234.511645,0.321208274762,2.70139332396,1.09,0.307741950142
2145.53589,2367.86,2.198,95.9159,5204.55628,0.32457304408,2.70193168705,1.09,0.312625957477
2145.68848,2377.1,2.2004,99.7351,5230.57084,0.35796022771,2.70727363643,1.09,0.3134124152
2145.84082,2377.1,2.216,96.7651,5267.6536,0.331996692053,2.70311947073,1.09,0.301973585694
2145.99316,2367.86,2.2371,98.9225,5297.139606,0.350856534419,2.70613704551,1.09,0.290221084165
2146.14551,2360.53,2.2653,93.828,5347.308609,0.306320765933,2.69901132255,1.09,0.269551442225
2146.2981,2347.8,2.2566,97.6567,5298.04548,0.339790997909,2.70436655967,1.09,0.277363624131
2146.45044,2324.52,2.2173,95.839,5154.158196,0.323900789571,2.70182412633,1.09,0.300606076318
2146.60278,2320.98,2.1999,100.9823,5105.923902,0.368863164299,2.70901810629,1.09,0.314461033086
2146.75513,2333.42,2.217,104.6135,5173.19214,0.400606864864,2.71409709838,1.09,0.306075972228
2146.90771,2322.75,2.2311,104.3194,5182.287525,0.398035862899,2.71368573806,1.09,0.297216220326
2147.06006,2338.79,2.22,105.5591,5192.1138,0.408873235004,2.7154197176,1.09,0.304794947567
2147.2124,2342.39,2.2205,104.7652,5201.276995,0.401933015826,2.71430928253,1.09,0.304011857743
2147.36475,2322.75,2.2188,103.5844,5153.7177,0.391610543468,2.71265768695,1.09,0.304351121574
2147.51709,2344.19,2.2278,100.2339,5222.386482,0.362320702991,2.70797131248,1.09,0.29677368738
2147.66968,2369.7,2.2425,97.8526,5314.05225,0.341503542231,2.70464056676,1.09,0.286218850357
2147.82202,2412.85,2.2612,101.074,5455.93642,0.36966479939,2.7091463679,1.09,0.276655882867
2147.97437,2401.44,2.2626,94.837,5433.498144,0.315141374511,2.70042261992,1.09,0.271868150947
2148.12671,2344.19,2.2237,97.1897,5212.775303,0.33570851604,2.70371336257,1.09,0.297458875722
2148.2793,2277.62,2.1978,99.9945,5005.753236,0.360227884662,2.70763646155,1.09,0.315173695491
2148.43164,2244.09,2.1992,87.558,4935.202728,0.251508857325,2.69024141717,1.09,0.306854585754
2148.58398,2286.16,2.2116,80.707,5056.071456,0.191617886691,2.68065886187,1.09,0.29488338016
2148.73633,2337.0,2.2303,71.4768,5212.2111,0.110928113351,2.66774849814,1.09,0.277261235649
2148.88892,2473.55,2.228,81.4258,5511.0694,0.197901586835,2.68166425389,1.09,0.285025094196
2149.04126,2481.61,2.2434,83.0231,5567.243874,0.211865073537,2.68389841177,1.09,0.276365424869
2149.1936,2477.57,2.2619,92.9115,5604.015583,0.298308785991,2.69772940576,1.09,0.271083805644
2149.34595,2412.85,2.2719,91.5598,5481.753915,0.286492317591,2.69583877081,1.09,0.26399834063
2149.49829,2795.72,2.2577,88.141,6311.897044,0.256605403213,2.69105686451,1.09,0.270669252366
2149.65088,2467.54,2.2301,82.3731,5502.860954,0.206182818259,2.68298925092,1.09,0.284301510923
2149.80322,2443.8,2.2084,79.2137,5396.88792,0.178563560833,2.67857016973,1.09,0.295970665125
2149.95557,2533.17,2.2012,77.3388,5576.013804,0.162173314031,2.67594773024,1.09,0.299346391556
2150.10791,2640.71,2.2156,80.5207,5850.757076,0.189989264908,2.68039828239,1.09,0.292252756767
2150.2605,2765.29,2.2181,76.7032,6133.689749,0.156616942562,2.67505871081,1.09,0.288291346998
2150.41284,2777.89,2.1979,76.2557,6105.524431,0.152704928351,2.67443278854,1.09,0.300759231937
2150.56519,2853.3,2.1828,78.564,6228.18324,0.172883928134,2.6776614285,1.09,0.311692039384
2150.71753,2818.99,2.1871,94.42,6165.413029,0.311495989202,2.69983935827,1.09,0.318503430567
2150.87012,3400.89,2.1875,93.6809,7439.446875,0.305034827854,2.69880557246,1.09,0.317816883041
2151.02246,3355.95,2.1673,93.8093,7273.350435,0.30615729182,2.69898516669,1.09,0.330447525371
2151.1748,3154.51,2.1368,82.9842,6740.556968,0.211525012414,2.68384400199,1.09,0.343223051506
2151.32715,3555.61,2.1449,80.27,7626.427889,0.187797662757,2.68004762604,1.09,0.336560752821
2151.47949,3734.21,2.1712,77.0713,8107.716752,0.159834847436,2.67557357559,1.09,0.318101653152
2151.63208,3255.59,2.2049,74.4957,7178.250391,0.137319129444,2.67197106071,1.09,0.295246273659
2151.78442,3255.59,2.2093,76.4951,7192.574987,0.15479774668,2.67476763947,1.09,0.293713493307
2151.93677,3017.11,2.2132,66.3621,6677.467852,0.0662157578555,2.66059452126,1.09,0.284856794801
2152.08911,2949.95,2.2246,63.57,6562.45877,0.0418074117589,2.65668918588,1.09,0.275797643703
2152.2417,2927.29,2.2534,76.7236,6596.355286,0.156795277958,2.67508724447,1.09,0.266034091148
2152.39404,2975.87,2.2674,78.4398,6747.487638,0.17179818028,2.67748770884,1.09,0.258324966272
2152.54639,3026.1,2.2359,77.1789,6766.05699,0.160775479233,2.67572407668,1.09,0.277364822258
2152.69873,3020.1,2.1962,83.6716,6632.74362,0.217534215919,2.68480547455,1.09,0.306373085837
2152.85132,2927.29,2.1783,76.5714,6376.515807,0.15546475603,2.67487436096,1.09,0.313320962971
2153.00366,2904.97,2.198,75.9874,6385.12406,0.150359468211,2.67405751491,1.09,0.300530448189
2153.15601,2842.65,2.2104,74.6036,6283.39356,0.13826238382,2.67212198141,1.09,0.291837157208
2153.30835,2747.83,2.2125,77.1805,6079.573875,0.160789466323,2.67572631461,1.09,0.292122486928
2153.46069,2806.02,2.2098,77.3266,6200.742996,0.162066662471,2.675930666,1.09,0.293916169218
2153.61328,2826.84,2.2264,77.8648,6293.676576,0.166771569841,2.67668345117,1.09,0.283789089022
2153.76562,2853.3,2.2497,76.4698,6419.06901,0.154576575821,2.67473225213,1.09,0.268204456342
2153.91797,2938.58,2.2572,76.8315,6632.962776,0.157738532335,2.67523816517,1.09,0.263706851347
2154.07031,2916.09,2.2464,77.7441,6550.704576,0.165716418745,2.676514627,1.09,0.271106625605
2154.2229,2834.72,2.2222,80.1671,6299.314784,0.186898118037,2.67990369889,1.09,0.287881397601
2154.37524,2826.84,2.2056,76.4301,6234.878304,0.154229521152,2.67467672338,1.09,0.296007833309
2154.52759,2800.86,2.1888,77.3093,6130.522368,0.161915427061,2.67590646833,1.09,0.30714703424
2154.67993,2821.6,2.18,86.2523,6151.088,0.24009451776,2.68841512284,1.09,0.318074519927
2154.83252,2874.83,2.1848,86.2355,6280.928584,0.239947653316,2.68839162453,1.09,0.31506147605
2154.98486,3026.1,2.2034,89.1553,6667.70874,0.265472344026,2.69247557504,1.09,0.305200018434
2155.13721,3029.11,2.2186,93.1893,6720.383446,0.300737294477,2.69811796712,1.09,0.298185815296
2155.28955,3204.25,2.2075,86.4667,7073.381875,0.241968787809,2.68871500605,1.09,0.301001119167
2155.44189,3047.28,2.1898,85.4864,6672.933744,0.233399072656,2.68734385162,1.09,0.311481996264
2155.59448,2808.6,2.1854,77.7351,6137.91444,0.165637741365,2.67650203862,1.09,0.309550209621
2155.74683,2728.16,2.1909,86.7095,5977.125744,0.244091328704,2.68905461259,1.09,0.311530706124
2155.89917,2582.53,2.1937,95.9853,5665.296061,0.325179734105,2.70202875746,1.09,0.315334794808
2156.05151,2535.27,2.1867,78.8941,5543.874909,0.175769639623,2.67812314234,1.09,0.309436421672
2156.2041,2565.14,2.1825,76.0289,5598.41805,0.150722258356,2.67411556134,1.09,0.310340718402
2156.35645,2575.98,2.1993,79.0564,5665.352814,0.177188455056,2.67835015281,1.09,0.301602358876
2156.50879,2575.98,2.2327,92.8615,5751.390546,0.297871689431,2.69765947031,1.09,0.289215147173
2156.66113,2631.59,2.2535,98.7222,5930.288065,0.3491055256,2.7058568841,1.09,0.279948607174
2156.81372,2673.13,2.259,96.134,6038.60067,0.326479659274,2.70223674548,1.09,0.274920384196
2156.96606,2609.06,2.2268,110.0602,5809.854808,0.448221541517,2.72171544664,1.09,0.303309898586
